season,week,team,pick_pct,win_prob,expected_value
2019,16,WAS,0.006,0.469,0.72
2019,17,ARI,0.003,0.287,0.56
2019,17,ATL,0.013000000000000001,0.491,0.75
2019,17,BAL,0.005,0.46399999999999997,0.7
2019,17,BUF,0.025,0.488,0.72
2019,17,CAR,0.001,0.154,0.25
2019,17,CHI,0.006,0.62,0.94
2019,17,CIN,0.004,0.435,0.67
2019,17,CLE,0.034,0.565,0.83
2019,17,DAL,0.081,0.8270000000000001,1.22
2019,17,DEN,0.036000000000000004,0.6759999999999999,1
2019,17,DET,0.002,0.16399999999999998,0.26
2019,17,GB,0.049,0.836,1.24
2019,17,HOU,0.037000000000000005,0.21899999999999997,0.35
2019,17,IND,0.063,0.682,1
2019,17,JAX,0.013000000000000001,0.318,0.51
2019,17,KC,0.066,0.774,1.14
2019,17,LAC,0.001,0.226,0.37
2019,17,LAR,0.24100000000000002,0.713,0.95
2019,17,MIA,0.002,0.11699999999999999,0.2
2019,17,MIN,0.019,0.38,0.57
2019,17,NE,0.091,0.883,1.31
2019,17,NO,0.057,0.846,1.26
2019,17,NYG,0.001,0.355,0.54
2019,17,NYJ,0.003,0.512,0.78
2019,17,OAK,0.008,0.324,0.5
2019,17,PHI,0.016,0.645,0.96
2019,17,PIT,0.003,0.536,0.81
2019,17,SEA,0.008,0.37200000000000005,0.56
2019,17,SF,0.003,0.628,0.95
2019,17,TB,0.025,0.509,0.76
2019,17,TEN,0.081,0.7809999999999999,1.16
2019,17,WAS,0.002,0.17300000000000001,0.29
