season,date,team1,team2,elo_team1,elo_team2,prob_team1,prob_team2
2019,2019-09-29,ATL,TEN,1507.66070428972,1509.52681443155,0.5898699741381169,0.4101300258618831
2019,2019-09-29,NYG,WSH,1406.69571365219,1393.39712158012,0.6108111026305229,0.38918889736947715
2019,2019-09-29,HOU,CAR,1543.96594000943,1502.45309073862,0.6486561180316924,0.35134388196830757
2019,2019-09-29,MIA,LAC,1361.32285598972,1553.34283903757,0.32493456601386533,0.6750654339861346
2019,2019-09-29,ARI,SEA,1353.336041534,1558.24406118126,0.30887686558674077,0.6911231344132592
2019,2019-09-29,LAR,TB,1648.44785330322,1430.28865711543,0.8361690031716856,0.16383099682831437
2019,2019-09-29,CHI,MIN,1583.9020895963,1554.66651219904,0.6323853250790231,0.3676146749209769
2019,2019-09-29,DEN,JAX,1406.27508213068,1461.43487376262,0.51415741289543,0.48584258710456996
2019,2019-09-29,NO,DAL,1615.92351738268,1590.64425686682,0.6270750876971939,0.3729249123028061
2019,2019-09-30,PIT,CIN,1523.85799156991,1381.26092992517,0.7676385317725818,0.2323614682274182
2019,2019-10-03,SEA,LAR,1575.03182989028,1595.23137298171,0.5641180677759954,0.4358819322240046
2019,2019-10-06,HOU,ATL,1517.43701337764,1474.76884936333,0.6501702794591802,0.34982972054081984
2019,2019-10-06,PIT,BAL,1537.52700615854,1544.28714838912,0.5830375859960025,0.4169624140039975
2019,2019-10-06,OAK,CHI,1431.90674506192,1600.80796708992,0.2744275595059409,0.7255724404940591
2019,2019-10-06,PHI,NYJ,1574.91310166869,1340.9012587603,0.8482898424233134,0.1517101575766866
2019,2019-10-06,NO,TB,1623.79452050997,1483.50513743694,0.7652606388504105,0.2347393611495895
2019,2019-10-06,NYG,MIN,1429.92882891046,1537.76063470542,0.4386704560532147,0.5613295439467854
2019,2019-10-06,CIN,ARI,1367.59191533654,1336.54827282498,0.6348015784937676,0.3651984215062324
2019,2019-10-06,CAR,JAX,1528.98201737041,1472.78282416701,0.6676728957356927,0.33232710426430734
2019,2019-10-06,WSH,NE,1370.16400632185,1693.93299608578,0.18398266672621238,0.8160173332737877
2019,2019-10-06,TEN,BUF,1542.41866935794,1482.18948042011,0.672800144237976,0.32719985576202404
2019,2019-10-06,LAC,DEN,1572.04826731323,1394.92713172629,0.8011920334328384,0.1988079665671616
2019,2019-10-06,DAL,GB,1582.77325373953,1498.35605647044,0.7026845819022682,0.29731541809773177
2019,2019-10-06,KC,IND,1665.08784610098,1532.62028170166,0.7570759389155217,0.24292406108447828
2019,2019-10-07,SF,CLE,1508.55676006768,1488.35975077262,0.6202085270941381,0.3797914729058619
2019,2019-10-10,NE,NYG,1704.7841910382,1404.58939462703,0.891119756994916,0.10888024300508403
2019,2019-10-13,TB,CAR,1474.57582588342,1542.08145781245,0.4040558955602119,0.5959441044397882
2019,2019-10-13,JAX,NO,1459.68338372497,1632.72383206349,0.34934244528893527,0.6506575547110647
2019,2019-10-13,CLE,SEA,1463.73592601604,1580.95384161463,0.42541314054403734,0.5745868594559627
2019,2019-10-13,KC,HOU,1632.71839430792,1538.05475015541,0.714858244098631,0.28514175590136903
2019,2019-10-13,BAL,CIN,1560.89195622049,1349.18803485451,0.831014707855256,0.168985292144744
2019,2019-10-13,MIA,WSH,1342.6174277140601,1359.31281136943,0.5690714562468242,0.4309285437531758
2019,2019-10-13,MIN,PHI,1563.10006898885,1583.61598116315,0.5636702109423039,0.43632978905769615
2019,2019-10-13,ARI,ATL,1354.95215330701,1454.15111258556,0.4509420791938188,0.5490579208061812
2019,2019-10-13,LAR,SF,1589.30936125736,1533.18058482426,0.6675829478785129,0.3324170521214871
2019,2019-10-13,DEN,TEN,1432.36836938837,1512.74882017963,0.4778801995543884,0.5221198004456116
2019,2019-10-13,NYJ,DAL,1332.19837926584,1546.61845055939,0.29731196170918905,0.702688038290811
2019,2019-10-13,LAC,PIT,1534.60702965115,1520.92219832717,0.6113395141842494,0.38866048581575063
2019,2019-10-14,GB,DET,1534.51085965058,1511.94750474781,0.6234118414065575,0.3765881585934425
2019,2019-10-17,DEN,KC,1462.16219715101,1600.66178722108,0.39577574756040773,0.6042242524395922
2019,2019-10-20,CIN,JAX,1343.34618655916,1445.83473713159,0.44625804199252067,0.5537419580074794
2019,2019-10-20,IND,HOU,1564.98973349472,1570.11135724225,0.5853287557775594,0.4146712442224406
2019,2019-10-20,ATL,LAR,1446.41936369678,1552.02049762929,0.44183480122716173,0.5581651987728382
2019,2019-10-20,DET,MIN,1506.92671925949,1588.2857424397,0.4764748557113154,0.5235251442886846
2019,2019-10-20,GB,OAK,1539.5316451389,1453.69677700177,0.7043866965351835,0.2956133034648165
2019,2019-10-20,BUF,MIA,1511.85932959842,1334.55131749653,0.8013633266223047,0.1986366733776953
2019,2019-10-20,NYG,ARI,1398.81659640797,1362.68390219579,0.6415657850598714,0.3584342149401286
2019,2019-10-20,WSH,SF,1367.37892158696,1570.46944845233,0.31111473384608784,0.6888852661539122
2019,2019-10-20,TEN,LAC,1482.95499241699,1508.23906169051,0.5569081586211398,0.44309184137886015
2019,2019-10-20,SEA,BAL,1594.32987659432,1566.73380451584,0.6301885637331487,0.3698114362668513
2019,2019-10-20,CHI,NO,1579.01793515007,1646.57247865687,0.49632378262164695,0.5036762173783531
2019,2019-10-20,DAL,PHI,1530.05377295819,1558.4303077123,0.5525110560087684,0.4474889439912316
2019,2019-10-21,NYJ,NE,1348.76305686704,1710.55698925726,0.15336055377353527,0.8466394462264647
2019,2019-10-24,MIN,WSH,1588.2857424397,1367.37892158696,0.8383242210823154,0.1616757789176846
2019,2019-10-27,NO,ARI,1646.57247865687,1362.68390219579,0.8816724603713151,0.11832753962868492
2019,2019-10-27,IND,DEN,1564.98973349472,1437.50684571658,0.7517599003841253,0.24824009961587468
2019,2019-10-27,CHI,LAC,1579.01793515007,1508.23906169051,0.6860261458173383,0.31397385418266166
2019,2019-10-27,LAR,CIN,1552.02049762929,1343.34618655916,0.7687427915950411,0.2312572084049589
2019,2019-10-27,BUF,PHI,1511.85932959842,1558.4303077123,0.5264966491218606,0.47350335087813944
2019,2019-10-27,ATL,SEA,1446.41936369678,1594.32987659432,0.3828966799800124,0.6171033200199876
2019,2019-10-27,TEN,TB,1482.95499241699,1455.09282598453,0.6305454711144037,0.36945452888559627
2019,2019-10-27,JAX,NYJ,1445.83473713159,1348.76305686704,0.7176753356785593,0.28232466432144065
2019,2019-10-27,DET,NYG,1506.92671925949,1398.81659640797,0.7303702687241767,0.26962973127582335
2019,2019-10-27,SF,CAR,1570.46944845233,1561.56445771134,0.6047821849596542,0.3952178150403458
2019,2019-10-27,NE,CLE,1710.55698925726,1450.35989103635,0.8666877887739937,0.13331221122600634
2019,2019-10-27,HOU,OAK,1570.11135724225,1453.69677700177,0.7396800488151135,0.2603199511848865
2019,2019-10-27,KC,GB,1625.31713865551,1539.5316451389,0.7043275104227974,0.2956724895772026
2019,2019-10-28,PIT,MIA,1547.29016628781,1334.55131749653,0.8318496691255792,0.16815033087442077
2019,2019-10-31,ARI,SF,1362.68390219579,1570.46944845233,0.3053520757603466,0.6946479242396534
2019,2019-11-03,JAX,HOU,1445.83473713159,1570.11135724225,0.328408119822988,0.671591880177012
2019,2019-11-03,PIT,IND,1547.29016628781,1564.98973349472,0.5676533358909434,0.43234666410905664
2019,2019-11-03,BUF,WSH,1511.85932959842,1367.37892158696,0.7695666968695725,0.23043330313042754
2019,2019-11-03,KC,MIN,1625.31713865551,1588.2857424397,0.6427545695937805,0.3572454304062195
2019,2019-11-03,PHI,CHI,1558.4303077123,1579.01793515007,0.56356867526908,0.43643132473091995
2019,2019-11-03,MIA,NYJ,1334.55131749653,1348.76305686704,0.5725739801331391,0.4274260198668609
2019,2019-11-03,CAR,TEN,1561.56445771134,1482.95499241699,0.6956530127086732,0.3043469872913268
2019,2019-11-03,OAK,DET,1453.69677700177,1506.92671925949,0.5169319978608878,0.48306800213911216
2019,2019-11-03,SEA,TB,1594.32987659432,1455.09282598453,0.7641707027263089,0.23582929727369106
2019,2019-11-03,LAC,GB,1508.23906169051,1539.5316451389,0.5483572469786309,0.45164275302136914
2019,2019-11-03,DEN,CLE,1437.50684571658,1450.35989103635,0.5744870079219914,0.42551299207800863
2019,2019-11-03,BAL,NE,1566.73380451584,1710.55698925726,0.3884712689199674,0.6115287310800326
2019,2019-11-04,NYG,DAL,1398.81659640797,1530.05377295819,0.405815359195168,0.594184640804832
2019,2019-11-07,OAK,LAC,1453.69677700177,1508.23906169051,0.5150453187353115,0.48495468126468855
2019,2019-11-10,GB,CAR,1539.5316451389,1561.56445771134,0.5615214333324751,0.43847856666752494
2019,2019-11-10,NO,ATL,1646.57247865687,1446.41936369678,0.8214707715244306,0.1785292284755694
2019,2019-11-10,TB,ARI,1455.09282598453,1362.68390219579,0.7122052528001598,0.2877947471998402
2019,2019-11-10,NYJ,NYG,1348.76305686704,1398.81659640797,0.5214964263855958,0.4785035736144042
2019,2019-11-10,TEN,KC,1482.95499241699,1625.31713865551,0.3904711221643613,0.6095288778356387
2019,2019-11-10,CHI,DET,1579.01793515007,1506.92671925949,0.6876510399149774,0.31234896008502255
2019,2019-11-10,CIN,BAL,1343.34618655916,1566.73380451584,0.28664137179561594,0.713358628204384
2019,2019-11-10,CLE,BUF,1450.35989103635,1511.85932959842,0.5050375424055066,0.4949624575944934
2019,2019-11-10,IND,MIA,1564.98973349472,1334.55131749653,0.8456235561712457,0.15437644382875426
2019,2019-11-10,PIT,LAR,1547.29016628781,1552.02049762929,0.5858753653718985,0.41412463462810145
2019,2019-11-10,DAL,MIN,1530.05377295819,1588.2857424397,0.5097387470440988,0.49026125295590117
2019,2019-11-11,SF,SEA,1570.46944845233,1594.32987659432,0.5589294486515659,0.4410705513484341
2019,2019-11-14,CLE,PIT,1450.35989103635,1547.29016628781,0.45417757461731056,0.5458224253826894
2019,2019-11-17,DET,DAL,1506.92671925949,1530.05377295819,0.5599699385034205,0.4400300614965795
2019,2019-11-17,BAL,HOU,1566.73380451584,1570.11135724225,0.5877634706561196,0.41223652934388044
2019,2019-11-17,CAR,ATL,1561.56445771134,1446.41936369678,0.7382704534712938,0.26172954652870617
2019,2019-11-17,IND,JAX,1564.98973349472,1445.83473713159,0.74270609558963,0.25729390441037003
2019,2019-11-17,MIN,DEN,1588.2857424397,1437.50684571658,0.7759333677971525,0.2240666322028475
2019,2019-11-17,TB,NO,1455.09282598453,1646.57247865687,0.32561720810258576,0.6743827918974142
2019,2019-11-17,WSH,NYJ,1367.37892158696,1348.76305686704,0.6180622655273385,0.38193773447266155
2019,2019-11-17,MIA,BUF,1334.55131749653,1511.85932959842,0.34377938964112476,0.6562206103588752
2019,2019-11-17,SF,ARI,1570.46944845233,1362.68390219579,0.8278234967266253,0.17217650327337475
2019,2019-11-17,OAK,CIN,1453.69677700177,1343.34618655916,0.7329025433113743,0.2670974566886257
2019,2019-11-17,PHI,NE,1558.4303077123,1710.55698925726,0.37717848011817134,0.6228215198818287
2019,2019-11-17,LAR,CHI,1552.02049762929,1579.01793515007,0.5544730179583978,0.44552698204160224
2019,2019-11-18,LAC,KC,1508.23906169051,1625.31713865551,0.3376116853549484,0.6623883146450515
2019,2019-11-21,HOU,IND,1570.11135724225,1564.98973349472,0.5995648986295028,0.4004351013704972
2019,2019-11-24,CIN,PIT,1343.34618655916,1547.29016628781,0.31006277435858937,0.6899372256414107
2019,2019-11-24,NO,CAR,1646.57247865687,1561.56445771134,0.7033946365125338,0.29660536348746624
2019,2019-11-24,NYJ,OAK,1348.76305686704,1453.69677700177,0.44278249948128784,0.5572175005187121
2019,2019-11-24,ATL,TB,1446.41936369678,1455.09282598453,0.580357617035958,0.419642382964042
2019,2019-11-24,BUF,DEN,1511.85932959842,1437.50684571658,0.690440051088249,0.309559948911751
2019,2019-11-24,WSH,DET,1367.37892158696,1506.92671925949,0.394333711964272,0.605666288035728
2019,2019-11-24,CHI,NYG,1579.01793515007,1398.81659640797,0.8040012226087836,0.1959987773912164
2019,2019-11-24,CLE,MIA,1450.35989103635,1334.55131749653,0.7390077732709842,0.2609922267290158
2019,2019-11-24,TEN,JAX,1482.95499241699,1445.83473713159,0.642872015421581,0.357127984578419
2019,2019-11-24,SF,GB,1570.46944845233,1539.5316451389,0.6346603231832442,0.36533967681675583
2019,2019-11-24,NE,DAL,1710.55698925726,1530.05377295819,0.8042749177697598,0.1957250822302402
2019,2019-11-24,PHI,SEA,1558.4303077123,1594.32987659432,0.5417812289532695,0.4582187710467305
2019,2019-11-25,LAR,BAL,1552.02049762929,1566.73380451584,0.5718672259729924,0.42813277402700756
2019,2019-11-28,DET,CHI,1506.92671925949,1579.01793515007,0.4897963368225292,0.5102036631774708
2019,2019-11-28,DAL,BUF,1530.05377295819,1511.85932959842,0.6174894414969334,0.3825105585030666
2019,2019-11-28,ATL,NO,1446.41936369678,1646.57247865687,0.3147502572685279,0.6852497427314721
2019,2019-12-01,BAL,SF,1566.73380451584,1570.46944845233,0.5872639230937755,0.4127360769062245
2019,2019-12-01,NYG,GB,1398.81659640797,1539.5316451389,0.39273007000638904,0.607269929993611
2019,2019-12-01,CIN,NYJ,1343.34618655916,1348.76305686704,0.5849161766938713,0.4150838233061287
2019,2019-12-01,IND,TEN,1564.98973349472,1482.95499241699,0.699811417020253,0.30018858297974704
2019,2019-12-01,CAR,WSH,1561.56445771134,1367.37892158696,0.8163770545800852,0.18362294541991475
2019,2019-12-01,JAX,TB,1445.83473713159,1455.09282598453,0.579537782271638,0.420462217728362
2019,2019-12-01,MIA,PHI,1334.55131749653,1558.4303077123,0.28606334121255284,0.7139366587874472
2019,2019-12-01,KC,OAK,1625.31713865551,1453.69677700177,0.7961001891233758,0.20389981087662423
2019,2019-12-01,ARI,LAR,1362.68390219579,1552.02049762929,0.3283319782432323,0.6716680217567677
2019,2019-12-01,PIT,CLE,1547.29016628781,1450.35989103635,0.7175103773380032,0.28248962266199684
2019,2019-12-01,DEN,LAC,1437.50684571658,1508.23906169051,0.49175142651429393,0.5082485734857061
2019,2019-12-01,HOU,NE,1570.11135724225,1710.55698925726,0.39310000748897916,0.6068999925110208
2019,2019-12-02,SEA,MIN,1594.32987659432,1588.2857424397,0.6008391782199445,0.3991608217800555
2019,2019-12-05,CHI,DAL,1579.01793515007,1530.05377295819,0.6583681217556783,0.34163187824432173
2019,2019-12-08,GB,WSH,1539.5316451389,1367.37892158696,0.796597185211397,0.203402814788603
2019,2019-12-08,CLE,CIN,1450.35989103635,1343.34618655916,0.7291255439357021,0.27087445606429794
2019,2019-12-08,ATL,CAR,1446.41936369678,1561.56445771134,0.4283323532313594,0.5716676467686406
2019,2019-12-08,NYJ,MIA,1348.76305686704,1334.55131749653,0.6120599518536122,0.38794004814638783
2019,2019-12-08,BUF,BAL,1511.85932959842,1566.73380451584,0.5145676778290162,0.48543232217098375
2019,2019-12-08,NO,SF,1646.57247865687,1570.46944845233,0.6925896812275312,0.3074103187724688
2019,2019-12-08,TB,IND,1455.09282598453,1564.98973349472,0.4357454160702092,0.5642545839297908
2019,2019-12-08,HOU,DEN,1570.11135724225,1437.50684571658,0.7572208930374622,0.2427791069625378
2019,2019-12-08,MIN,DET,1588.2857424397,1506.92671925949,0.6989936427591192,0.30100635724088076
2019,2019-12-08,JAX,LAC,1445.83473713159,1508.23906169051,0.5037354077383485,0.49626459226165154
2019,2019-12-08,OAK,TEN,1453.69677700177,1482.95499241699,0.5512558785742763,0.44874412142572373
2019,2019-12-08,ARI,PIT,1362.68390219579,1547.29016628781,0.3343648352530607,0.6656351647469393
2019,2019-12-08,NE,KC,1710.55698925726,1625.31713865551,0.7036729824008539,0.29632701759914615
2019,2019-12-08,LAR,SEA,1552.02049762929,1594.32987659432,0.5326080812633921,0.4673919187366079
2019,2019-12-09,PHI,NYG,1558.4303077123,1398.81659640797,0.7846512354272189,0.21534876457278107
2019,2019-12-12,BAL,NYJ,1566.73380451584,1348.76305686704,0.8360203421980777,0.16397965780192225
2019,2019-12-15,DET,TB,1506.92671925949,1455.09282598453,0.6620739008785036,0.3379260991214964
2019,2019-12-15,WSH,PHI,1367.37892158696,1558.4303077123,0.326158797561929,0.673841202438071
2019,2019-12-15,GB,CHI,1539.5316451389,1579.01793515007,0.5366513218152343,0.46334867818476566
2019,2019-12-15,KC,DEN,1625.31713865551,1437.50684571658,0.8108117000625307,0.18918829993746933
2019,2019-12-15,CIN,NE,1343.34618655916,1710.55698925726,0.1493554624122393,0.8506445375877607
2019,2019-12-15,CAR,SEA,1561.56445771134,1594.32987659432,0.5462566436728535,0.45374335632714646
2019,2019-12-15,TEN,HOU,1482.95499241699,1570.11135724225,0.46815758134649926,0.5318424186535007
2019,2019-12-15,PIT,BUF,1547.29016628781,1511.85932959842,0.6406361699198561,0.35936383008014394
2019,2019-12-15,NYG,MIA,1398.81659640797,1334.55131749653,0.6778941115879625,0.32210588841203747
2019,2019-12-15,OAK,JAX,1453.69677700177,1445.83473713159,0.6033462755605795,0.3966537244394205
2019,2019-12-15,ARI,CLE,1362.68390219579,1450.35989103635,0.4674128866543167,0.5325871133456833
2019,2019-12-15,DAL,LAR,1530.05377295819,1552.02049762929,0.5616150993803095,0.4383849006196905
2019,2019-12-15,SF,ATL,1570.46944845233,1446.41936369678,0.7480538828514877,0.25194611714851234
2019,2019-12-15,LAC,MIN,1508.23906169051,1588.2857424397,0.47835961340247557,0.5216403865975244
2019,2019-12-16,NO,IND,1646.57247865687,1564.98973349472,0.6992645383306436,0.3007354616693564
2019,2019-12-21,SF,LAR,1570.46944845233,1552.02049762929,0.61783542417586,0.38216457582414
2019,2019-12-21,NE,BUF,1710.55698925726,1511.85932959842,0.8202387316608415,0.1797612683391585
2019,2019-12-21,LAC,OAK,1508.23906169051,1453.69677700177,0.6655531901621322,0.3344468098378678
2019,2019-12-21,TB,HOU,1455.09282598453,1570.11135724225,0.42851075895138424,0.5714892410486158
2019,2019-12-21,DEN,DET,1437.50684571658,1506.92671925949,0.4936396337721647,0.5063603662278353
2019,2019-12-22,WSH,NYG,1367.37892158696,1398.81659640797,0.5481503884478599,0.4518496115521401
2019,2019-12-22,ATL,JAX,1446.41936369678,1445.83473713159,0.5932785482754074,0.4067214517245926
2019,2019-12-22,TEN,NO,1482.95499241699,1646.57247865687,0.3617705044660826,0.6382294955339174
2019,2019-12-22,IND,CAR,1564.98973349472,1561.56445771134,0.5972181964791835,0.4027818035208165
2019,2019-12-22,CLE,BAL,1450.35989103635,1566.73380451584,0.42660115678374094,0.5733988432162591
2019,2019-12-22,MIA,CIN,1334.55131749653,1343.34618655916,0.5801874019587865,0.4198125980412135
2019,2019-12-22,NYJ,PIT,1348.76305686704,1547.29016628781,0.31677254623906215,0.6832274537609379
2019,2019-12-22,SEA,ARI,1594.32987659432,1362.68390219579,0.8465288260097016,0.15347117399029842
2019,2019-12-22,PHI,DAL,1558.4303077123,1530.05377295819,0.6312349788783483,0.36876502112165166
2019,2019-12-22,CHI,KC,1579.01793515007,1625.31713865551,0.5268866496124271,0.47311335038757285
2019,2019-12-23,MIN,GB,1588.2857424397,1539.5316451389,0.6580960900795856,0.3419039099204144
2019,2019-12-29,CAR,NO,1561.56445771134,1646.57247865687,0.4712379312202675,0.5287620687797325
2019,2019-12-29,DAL,WSH,1530.05377295819,1367.37892158696,0.7876138408748113,0.21238615912518866
2019,2019-12-29,BUF,NYJ,1511.85932959842,1348.76305686704,0.7880193575043924,0.21198064249560755
2019,2019-12-29,DET,GB,1506.92671925949,1539.5316451389,0.5464856250817309,0.45351437491826907
2019,2019-12-29,TB,ATL,1455.09282598453,1446.41936369678,0.6044635773382092,0.3955364226617908
2019,2019-12-29,HOU,TEN,1570.11135724225,1482.95499241699,0.7059682362005941,0.2940317637994059
2019,2019-12-29,BAL,PIT,1566.73380451584,1547.29016628781,0.6191864742305606,0.3808135257694394
2019,2019-12-29,MIN,CHI,1588.2857424397,1579.01793515007,0.6052812798209701,0.39471872017902987
2019,2019-12-29,KC,LAC,1625.31713865551,1508.23906169051,0.7404148129112608,0.25958518708873923
2019,2019-12-29,JAX,IND,1445.83473713159,1564.98973349472,0.42268978421967296,0.577310215780327
2019,2019-12-29,NYG,PHI,1398.81659640797,1558.4303077123,0.3671087912741302,0.6328912087258698
2019,2019-12-29,NE,MIA,1710.55698925726,1334.55131749653,0.926806128772419,0.07319387122758103
2019,2019-12-29,CIN,CLE,1343.34618655916,1450.35989103635,0.4398304179569706,0.5601695820430295
2019,2019-12-29,SEA,SF,1594.32987659432,1570.46944845233,0.625163138741515,0.37483686125848503
2019,2019-12-29,LAR,ARI,1552.02049762929,1362.68390219579,0.8121557748715741,0.1878442251284259
2019,2019-12-29,DEN,OAK,1437.50684571658,1453.69677700177,0.5697848354111259,0.4302151645888741
