date,season,team1,team2,elo_team1,elo_team2,prob_team1,prob_team2
9/23/1962,1962,LAC,TEN,1475.328,1546.298,0.491409325,0.508590675
9/23/1962,1962,DET,SF,1545.024,1470.919,0.690135478,0.309864522
9/23/1962,1962,OAK,KC,1270.772,1435.749,0.359965503,0.640034497
9/23/1962,1962,CLE,WSH,1574.587,1342.214,0.847071756,0.152928244
9/23/1962,1962,DAL,PIT,1338.357,1452.287,0.43004594,0.56995406
9/23/1962,1962,MIN,IND,1353.542,1518.88,0.359486872,0.640513128
9/23/1962,1962,PHI,NYG,1544.912,1565.489,0.563583722,0.436416278
9/30/1962,1962,SF,MIN,1452.902,1330.629,0.746121007,0.253878993
9/30/1962,1962,GB,CHI,1654.569,1566.958,0.706511191,0.293488809
9/30/1962,1962,WSH,ARI,1355.792,1502.887,0.384006529,0.615993471
9/30/1962,1962,LAR,DAL,1410.846,1329.114,0.699445187,0.300554813
9/30/1962,1962,PHI,CLE,1512.318,1561.008,0.52345475,0.47654525
9/30/1962,1962,IND,DET,1541.792,1563.04,0.562633459,0.437366541
9/30/1962,1962,OAK,LAC,1254.26,1443.394,0.328589219,0.671410781
9/30/1962,1962,PIT,NYG,1461.531,1598.082,0.398461259,0.601538741
9/30/1962,1962,KC,BUF,1452.262,1330.84,0.745191945,0.254808055
9/30/1962,1962,NYJ,DEN,1416.666,1335.337,0.698957278,0.301042722
10/5/1962,1962,DEN,OAK,1382.291,1239.936,0.767389896,0.232610104
10/6/1962,1962,NYJ,NE,1369.712,1500.12,0.406966814,0.593033186
10/6/1962,1962,PIT,PHI,1449.109,1544.176,0.456837804,0.543162196
10/7/1962,1962,WSH,LAR,1386.479,1374.905,0.608448537,0.391551463
10/7/1962,1962,ARI,NYG,1472.2,1610.504,0.396045025,0.603954975
10/7/1962,1962,TEN,BUF,1578.233,1316.537,0.867681561,0.132318439
10/7/1962,1962,LAC,KC,1457.718,1466.565,0.580114307,0.419885693
10/7/1962,1962,IND,SF,1515.356,1465.574,0.659426219,0.340573781
10/7/1962,1962,GB,DET,1676.042,1589.476,0.70526231,0.29473769
10/7/1962,1962,MIN,CHI,1317.958,1545.485,0.281793901,0.718206099
10/7/1962,1962,CLE,DAL,1529.151,1365.055,0.788979089,0.211020911
10/12/1962,1962,NE,KC,1527.004,1453.386,0.689535657,0.310464343
10/13/1962,1962,BUF,LAC,1313.343,1470.897,0.36986788,0.63013212
10/14/1962,1962,OAK,DEN,1224.471,1397.756,0.349022528,0.650977472
10/14/1962,1962,ARI,WSH,1450.044,1401.205,0.658206051,0.341793949
10/14/1962,1962,NYG,PIT,1632.66,1470.541,0.787078102,0.212921898
10/14/1962,1962,DET,LAR,1583.418,1360.179,0.840135561,0.159864439
10/14/1962,1962,CLE,IND,1537.952,1484.783,0.663791244,0.336208756
10/14/1962,1962,MIN,GB,1304.108,1682.1,0.141640995,0.858359005
10/14/1962,1962,CHI,SF,1559.335,1496.147,0.67653854,0.32346146
10/14/1962,1962,TEN,NYJ,1581.427,1342.827,0.85165768,0.14834232
10/14/1962,1962,DAL,PHI,1356.254,1522.744,0.357961369,0.642038631
10/19/1962,1962,NE,LAC,1482.194,1428.033,0.665064456,0.334935544
10/20/1962,1962,BUF,OAK,1356.207,1205.241,0.776120569,0.223879431
10/21/1962,1962,LAR,MIN,1356.26,1295.844,0.673036833,0.326963167
10/21/1962,1962,ARI,CLE,1445.219,1493.963,0.523377208,0.476622792
10/21/1962,1962,NYG,DET,1608.326,1587.337,0.621281824,0.378718176
10/21/1962,1962,GB,SF,1690.364,1526.025,0.789211886,0.210788114
10/21/1962,1962,PIT,DAL,1494.875,1398.463,0.716905276,0.283094724
10/21/1962,1962,KC,NYJ,1498.195,1333.21,0.789829847,0.210170153
10/21/1962,1962,DEN,TEN,1416.986,1591.044,0.3480122,0.6519878
10/21/1962,1962,PHI,WSH,1480.534,1406.03,0.690626437,0.309373563
10/21/1962,1962,CHI,IND,1529.458,1528.772,0.593419351,0.406580649
10/26/1962,1962,NE,OAK,1492.422,1196.282,0.8888343,0.1111657
10/28/1962,1962,SF,LAR,1514.783,1310.312,0.825086948,0.174913052
10/28/1962,1962,TEN,KC,1558.146,1503.471,0.665723223,0.334276777
10/28/1962,1962,DAL,ARI,1441.364,1410.08,0.635122279,0.364877721
10/28/1962,1962,NYJ,LAC,1327.935,1417.806,0.464268766,0.535731234
10/28/1962,1962,MIN,PHI,1341.792,1451.837,0.435535825,0.564464175
10/28/1962,1962,NYG,WSH,1618.431,1434.728,0.807158205,0.192841795
10/28/1962,1962,IND,GB,1504.733,1701.605,0.318838168,0.681161832
10/28/1962,1962,PIT,CLE,1451.974,1529.103,0.482552053,0.517447947
10/28/1962,1962,DET,CHI,1577.231,1553.497,0.62499258,0.37500742
10/28/1962,1962,DEN,BUF,1449.885,1365.165,0.703048614,0.296951386
11/3/1962,1962,BUF,NE,1396.54,1497.001,0.44914399,0.55085601
11/4/1962,1962,SF,IND,1463.858,1489.784,0.555996123,0.444003877
11/4/1962,1962,LAR,DET,1361.238,1593.072,0.276803379,0.723196621
11/4/1962,1962,KC,TEN,1548.794,1512.823,0.641351714,0.358648286
11/4/1962,1962,CLE,PHI,1561.086,1424.2,0.761723023,0.238276977
11/4/1962,1962,NYG,ARI,1628.038,1431.459,0.81843344,0.18156656
11/4/1962,1962,CHI,GB,1537.657,1716.555,0.341717546,0.658282454
11/4/1962,1962,WSH,DAL,1425.12,1419.985,0.599583385,0.400416615
11/4/1962,1962,LAC,DEN,1384.812,1418.511,0.544924283,0.455075717
11/4/1962,1962,NYJ,OAK,1360.928,1191.703,0.793852785,0.206147215
11/4/1962,1962,PIT,MIN,1419.991,1369.428,0.660435175,0.339564825
11/11/1962,1962,LAR,IND,1349.389,1523.698,0.347684431,0.652315569
11/11/1962,1962,CHI,MIN,1515.136,1355.251,0.784914998,0.215085002
11/11/1962,1962,OAK,TEN,1182.768,1542.362,0.155012067,0.844987933
11/11/1962,1962,NYJ,KC,1369.864,1519.254,0.380886334,0.619113666
11/11/1962,1962,SF,DET,1429.944,1604.921,0.346812825,0.653187175
11/11/1962,1962,LAC,BUF,1369.485,1398.091,0.552184449,0.447815551
11/11/1962,1962,ARI,PIT,1426.96,1434.168,0.582410709,0.417589291
11/11/1962,1962,DAL,NYG,1461.694,1632.537,0.352223164,0.647776836
11/11/1962,1962,DEN,NE,1433.837,1495.45,0.50487413,0.49512587
11/11/1962,1962,PHI,GB,1432.182,1739.075,0.199017229,0.800982771
11/11/1962,1962,WSH,CLE,1383.411,1553.104,0.353735054,0.646264946
11/18/1962,1962,LAR,SF,1332.397,1412.054,0.478919386,0.521080614
11/18/1962,1962,DEN,KC,1417.561,1541.931,0.415381726,0.584618274
11/18/1962,1962,DAL,CHI,1438.4,1517.842,0.479228253,0.520771747
11/18/1962,1962,NYG,PHI,1655.831,1418.154,0.85098517,0.14901483
11/18/1962,1962,GB,IND,1753.104,1540.69,0.831587942,0.168412058
11/18/1962,1962,TEN,NE,1548.37,1511.726,0.642242344,0.357757656
11/18/1962,1962,OAK,BUF,1176.76,1432.279,0.250355812,0.749644188
11/18/1962,1962,MIN,DET,1352.546,1622.81,0.23476561,0.76523439
11/18/1962,1962,PIT,WSH,1461.713,1413.23,0.657744868,0.342255132
11/18/1962,1962,CLE,ARI,1523.285,1399.415,0.747858456,0.252141544
11/22/1962,1962,DET,GB,1633.482,1757.918,0.415289468,0.584710532
11/22/1962,1962,DEN,NYJ,1392.557,1347.187,0.653699482,0.346300518
11/23/1962,1962,NE,BUF,1500.719,1439.695,0.673806554,0.326193446
11/25/1962,1962,MIN,LAR,1341.874,1312.611,0.632422022,0.367577978
11/25/1962,1962,IND,CHI,1535.876,1524.442,0.608256522,0.391743478
11/25/1962,1962,CLE,PIT,1538.234,1468.864,0.684276641,0.315723359
11/25/1962,1962,KC,OAK,1566.936,1169.344,0.934801248,0.065198752
11/25/1962,1962,ARI,SF,1384.467,1431.84,0.525345549,0.474654451
11/25/1962,1962,WSH,NYG,1406.079,1660.525,0.251516825,0.748483175
11/25/1962,1962,TEN,LAC,1559.377,1335.297,0.8407847,0.1592153
11/25/1962,1962,PHI,DAL,1413.46,1431.8,0.566748328,0.433251672
11/30/1962,1962,NE,NYJ,1516.052,1356.728,0.784369302,0.215630698
12/2/1962,1962,CHI,NYG,1575.616,1674.162,0.451872888,0.548127112
12/2/1962,1962,BUF,KC,1424.362,1570.564,0.385223219,0.614776781
12/2/1962,1962,GB,LAR,1727.09,1316.65,0.939166528,0.060833472
12/2/1962,1962,PIT,ARI,1450.469,1362.442,0.707007492,0.292992508
12/2/1962,1962,LAC,OAK,1329.82,1165.716,0.788986756,0.211013244
12/2/1962,1962,DAL,CLE,1408.822,1556.629,0.383037486,0.616962514
12/2/1962,1962,DET,IND,1664.31,1484.702,0.803462433,0.196537567
12/2/1962,1962,MIN,SF,1337.835,1453.865,0.427085493,0.572914507
12/2/1962,1962,WSH,PHI,1392.442,1436.438,0.530190415,0.469809585
12/2/1962,1962,TEN,DEN,1564.854,1383.016,0.805481623,0.194518377
12/8/1962,1962,IND,WSH,1477.346,1358.417,0.742457416,0.257542584
12/8/1962,1962,NYJ,BUF,1348.59,1453.759,0.442448365,0.557551635
12/9/1962,1962,CHI,LAR,1565.836,1313.183,0.861589813,0.138410187
12/9/1962,1962,SF,GB,1480.396,1730.557,0.256188832,0.743811168
12/9/1962,1962,DET,MIN,1671.666,1311.305,0.920457162,0.079542838
12/9/1962,1962,ARI,DAL,1348.389,1450.094,0.447372903,0.552627097
12/9/1962,1962,LAC,NE,1338.985,1524.19,0.333598181,0.666401819
12/9/1962,1962,TEN,OAK,1574.964,1156.551,0.941736458,0.058263542
12/9/1962,1962,PHI,PIT,1470.462,1464.522,0.600695404,0.399304596
12/9/1962,1962,KC,DEN,1541.167,1372.905,0.792944114,0.207055886
12/9/1962,1962,NYG,CLE,1683.942,1515.357,0.793249221,0.206750779
12/15/1962,1962,NYJ,TEN,1323.471,1577.613,0.25184641,0.74815359
12/15/1962,1962,SF,CLE,1469.063,1509.341,0.535517894,0.464482106
12/16/1962,1962,CHI,DET,1572.689,1675.276,0.446118003,0.553881997
12/16/1962,1962,KC,LAC,1548.953,1326.675,0.839391177,0.160608823
12/16/1962,1962,IND,MIN,1489.891,1307.694,0.805805211,0.194194789
12/16/1962,1962,LAR,GB,1306.329,1741.89,0.105919108,0.894080892
12/16/1962,1962,ARI,PHI,1387.69,1441.877,0.515556136,0.484443864
12/16/1962,1962,WSH,PIT,1345.873,1493.107,0.383817275,0.616182725
12/16/1962,1962,OAK,NE,1153.902,1536.5,0.138447947,0.861552053
12/16/1962,1962,NYG,DAL,1689.958,1410.793,0.878806149,0.121193851
12/23/1962,1962,TEN,KC,1594.103,1555.495,0.644835822,0.355164178
12/30/1962,1962,NYG,GB,1694.984,1744.403,0.522407842,0.477592158
9/7/1963,1963,TEN,OAK,1551.894,1311.809,0.852734408,0.147265592
9/7/1963,1963,DEN,KC,1411.746,1551.171,0.394502552,0.605497448
9/8/1963,1963,LAC,BUF,1381.755,1487.585,0.441509919,0.558490081
9/8/1963,1963,NE,NYJ,1485.126,1372.987,0.734913,0.265087
9/14/1963,1963,LAR,DET,1370.877,1608.101,0.270635435,0.729364565
9/14/1963,1963,DAL,ARI,1438.845,1442.206,0.587786558,0.412213442
9/14/1963,1963,TEN,DEN,1502.691,1381.446,0.744998429,0.255001571
9/14/1963,1963,LAC,NE,1400.072,1500.92,0.448592876,0.551407124
9/15/1963,1963,SF,MIN,1471.031,1365.879,0.727003764,0.272996236
9/15/1963,1963,IND,NYG,1502.511,1615.503,0.431369904,0.568630096
9/15/1963,1963,OAK,BUF,1361.011,1469.268,0.438067849,0.561932151
9/15/1963,1963,PHI,PIT,1447.505,1503.91,0.512366677,0.487633323
9/15/1963,1963,GB,CHI,1680.755,1560.542,0.743868204,0.256131796
9/15/1963,1963,CLE,WSH,1517.905,1392.076,0.74997895,0.25002105
9/21/1963,1963,LAR,WSH,1355.361,1377.453,0.561437544,0.438562456
9/22/1963,1963,DAL,CLE,1398.543,1532.528,0.402006992,0.597993008
9/22/1963,1963,NYJ,TEN,1357.193,1511.841,0.373775082,0.626224918
9/22/1963,1963,BUF,KC,1435.513,1581.472,0.38555455,0.61444545
9/22/1963,1963,SF,IND,1445.668,1483.07,0.539633392,0.460366608
9/22/1963,1963,GB,DET,1646.974,1623.618,0.624482451,0.375517549
9/22/1963,1963,PIT,NYG,1504.287,1634.944,0.406620927,0.593379073
9/22/1963,1963,OAK,NE,1394.766,1482.877,0.466789566,0.533210434
9/22/1963,1963,MIN,CHI,1391.242,1594.323,0.311126488,0.688873512
9/22/1963,1963,PHI,ARI,1447.128,1482.508,0.542523634,0.457476366
9/28/1963,1963,BUF,TEN,1439.003,1484.691,0.527763615,0.472236385
9/28/1963,1963,NYJ,OAK,1384.344,1376.789,0.60292321,0.39707679
9/29/1963,1963,PIT,ARI,1546.682,1500.209,0.655135426,0.344864574
9/29/1963,1963,CLE,LAR,1555.06,1318.966,0.849825922,0.150174078
9/29/1963,1963,PHI,NYG,1429.427,1592.549,0.362429327,0.637570673
9/29/1963,1963,WSH,DAL,1413.848,1376.011,0.643818715,0.356181285
9/29/1963,1963,DET,CHI,1601.299,1612.421,0.576921068,0.423078932
9/29/1963,1963,LAC,KC,1418.115,1577.982,0.366770094,0.633229906
9/29/1963,1963,MIN,SF,1373.144,1424.4,0.519768895,0.480231105
9/29/1963,1963,DEN,NE,1372.296,1500.855,0.409538138,0.590461862
9/29/1963,1963,GB,IND,1669.293,1504.338,0.789801178,0.210198822
10/5/1963,1963,CLE,PIT,1562.215,1564.007,0.589973178,0.410026822
10/5/1963,1963,BUF,OAK,1412.542,1366.131,0.655054786,0.344945214
10/5/1963,1963,NYJ,NE,1395.002,1481.283,0.469412422,0.530587578
10/6/1963,1963,GB,LAR,1678.751,1311.811,0.923186191,0.076813809
10/6/1963,1963,CHI,IND,1645.932,1494.88,0.776206577,0.223793423
10/6/1963,1963,KC,TEN,1542.14,1511.152,0.63472732,0.36527268
10/6/1963,1963,DET,SF,1567.788,1391.319,0.800593408,0.199406592
10/6/1963,1963,MIN,ARI,1406.224,1482.885,0.483224771,0.516775229
10/6/1963,1963,WSH,NYG,1424.801,1614.602,0.3277427,0.6722573
10/6/1963,1963,DEN,LAC,1391.868,1453.957,0.504189168,0.495810832
10/6/1963,1963,PHI,DAL,1407.374,1365.058,0.64970905,0.35029095
10/11/1963,1963,NE,OAK,1459.001,1349.288,0.732183451,0.267816549
10/13/1963,1963,LAR,CHI,1307.321,1654.407,0.164679057,0.835320943
10/13/1963,1963,NYG,CLE,1629.476,1582.661,0.655580087,0.344419913
10/13/1963,1963,DEN,TEN,1419.925,1489.514,0.493396282,0.506603718
10/13/1963,1963,MIN,GB,1370.066,1683.241,0.193315333,0.806684667
10/13/1963,1963,LAC,NYJ,1425.9,1417.284,0.604384489,0.395615511
10/13/1963,1963,IND,SF,1486.405,1379.898,0.728549082,0.271450918
10/13/1963,1963,ARI,PIT,1519.043,1543.56,0.557997484,0.442002516
10/13/1963,1963,WSH,PHI,1409.927,1416.634,0.583111953,0.416888047
10/13/1963,1963,DAL,DET,1355.797,1579.209,0.286612673,0.713387327
10/13/1963,1963,KC,BUF,1563.777,1429.384,0.759108551,0.240891449
10/18/1963,1963,NE,DEN,1468.657,1397.251,0.686803203,0.313196797
10/20/1963,1963,LAR,MIN,1296.626,1362.066,0.499366789,0.500633211
10/20/1963,1963,PIT,WSH,1537.544,1378.312,0.784279716,0.215720284
10/20/1963,1963,NYG,DAL,1595.15,1377.111,0.836074197,0.163925803
10/20/1963,1963,CLE,PHI,1616.987,1448.249,0.793393629,0.206606371
10/20/1963,1963,TEN,BUF,1512.189,1467.827,0.652384761,0.347615239
10/20/1963,1963,DET,IND,1557.895,1500.962,0.668609506,0.331390494
10/20/1963,1963,OAK,NYJ,1339.632,1404.962,0.499525092,0.500474908
10/20/1963,1963,ARI,GB,1525.06,1691.241,0.358370273,0.641629727
10/20/1963,1963,KC,LAC,1525.335,1438.222,0.705916416,0.294083584
10/20/1963,1963,SF,CHI,1365.341,1665.102,0.205642735,0.794357265
10/26/1963,1963,NYJ,DEN,1373.146,1379.582,0.583491128,0.416508872
10/26/1963,1963,BUF,NE,1449.891,1486.327,0.541014535,0.458985465
10/27/1963,1963,LAR,SF,1310.51,1399.949,0.464887344,0.535112656
10/27/1963,1963,LAC,OAK,1485.104,1371.448,0.736610747,0.263389253
10/27/1963,1963,CLE,NYG,1629.814,1603.38,0.628628234,0.371371766
10/27/1963,1963,IND,GB,1523.747,1713.018,0.328415255,0.671584745
10/27/1963,1963,WSH,ARI,1368.583,1503.283,0.401017947,0.598982053
10/27/1963,1963,CHI,PHI,1630.494,1435.422,0.817140772,0.182859228
10/27/1963,1963,PIT,DAL,1547.273,1368.881,0.802354733,0.197645267
10/27/1963,1963,TEN,KC,1530.125,1478.453,0.661865366,0.338134634
10/27/1963,1963,DET,MIN,1535.11,1348.182,0.810031389,0.189968611
11/1/1963,1963,NE,TEN,1467.483,1549.976,0.4748468,0.5251532
11/2/1963,1963,NYJ,LAC,1370.6,1473.989,0.444977521,0.555022479
11/3/1963,1963,DEN,BUF,1382.128,1468.735,0.468945053,0.531054947
11/3/1963,1963,OAK,KC,1382.562,1458.602,0.484117508,0.515882492
11/3/1963,1963,PHI,CLE,1427.892,1586.103,0.368986861,0.631013139
11/3/1963,1963,MIN,LAR,1338.145,1333.014,0.599577857,0.400422143
11/3/1963,1963,ARI,NYG,1524.336,1647.091,0.417641092,0.582358908
11/3/1963,1963,IND,CHI,1506.911,1638.025,0.405986346,0.594013654
11/3/1963,1963,DAL,WSH,1361.956,1347.531,0.612351403,0.387648597
11/3/1963,1963,SF,DET,1377.444,1545.148,0.356356871,0.643643129
11/3/1963,1963,GB,PIT,1729.854,1554.199,0.799844303,0.200155697
11/8/1963,1963,KC,OAK,1444.227,1396.937,0.656197219,0.343802781
11/9/1963,1963,BUF,DEN,1478.939,1371.924,0.729127017,0.270872983
11/10/1963,1963,CHI,LAR,1656.927,1315.962,0.911889121,0.088110879
11/10/1963,1963,SF,DAL,1352.498,1382.702,0.549908716,0.450091284
11/10/1963,1963,NYG,PHI,1670.616,1414.115,0.86421027,0.13578973
11/10/1963,1963,ARI,WSH,1500.811,1326.784,0.798339768,0.201660232
11/10/1963,1963,TEN,NYJ,1510.155,1336.923,0.797601993,0.202398007
11/10/1963,1963,IND,DET,1488.008,1570.094,0.475431072,0.524568928
11/10/1963,1963,PIT,CLE,1543.389,1599.88,0.512242988,0.487757012
11/10/1963,1963,GB,MIN,1740.664,1355.198,0.930415586,0.069584414
11/10/1963,1963,NE,LAC,1507.303,1507.666,0.5919616,0.4080384
11/17/1963,1963,DET,LAR,1555.436,1313.067,0.854377838,0.145622162
11/17/1963,1963,BUF,LAC,1490.987,1516.121,0.557121318,0.442878682
11/17/1963,1963,DAL,PHI,1364.275,1406.136,0.533250552,0.466749448
11/17/1963,1963,CHI,GB,1659.822,1744.234,0.47209292,0.52790708
11/17/1963,1963,MIN,IND,1351.627,1502.666,0.378650456,0.621349544
11/17/1963,1963,NYG,SF,1678.595,1370.926,0.895224561,0.104775439
11/17/1963,1963,WSH,PIT,1320.929,1554.065,0.275305536,0.724694464
11/17/1963,1963,NE,KC,1498.849,1405.882,0.712863276,0.287136724
11/17/1963,1963,CLE,ARI,1589.204,1506.666,0.700419651,0.299580349
11/17/1963,1963,DEN,NYJ,1359.876,1331.045,0.631843741,0.368156259
11/24/1963,1963,MIN,DET,1341.524,1514.133,0.349907188,0.650092812
11/24/1963,1963,NYG,ARI,1684.966,1535.884,0.774230498,0.225769502
11/24/1963,1963,LAR,IND,1354.37,1512.77,0.368733579,0.631266421
11/24/1963,1963,PIT,CHI,1564.018,1691.733,0.410713508,0.589286492
11/24/1963,1963,PHI,WSH,1386.927,1310.975,0.692404547,0.307595453
11/24/1963,1963,GB,SF,1712.323,1364.555,0.914985284,0.085014716
11/24/1963,1963,CLE,DAL,1559.985,1383.485,0.800621895,0.199378105
11/28/1963,1963,DET,GB,1495.181,1716.539,0.289036318,0.710963682
11/28/1963,1963,DEN,OAK,1336.225,1435.282,0.451144416,0.548855584
12/1/1963,1963,SF,LAR,1360.339,1363.509,0.58805293,0.41194707
12/1/1963,1963,PIT,PHI,1566.742,1366.415,0.821617522,0.178382478
12/1/1963,1963,WSH,IND,1331.487,1503.63,0.35051763,0.64948237
12/1/1963,1963,ARI,CLE,1571.555,1568.601,0.596565445,0.403434555
12/1/1963,1963,DAL,NYG,1374.869,1649.296,0.230487827,0.769512173
12/1/1963,1963,NYJ,KC,1354.695,1412.374,0.510534207,0.489465793
12/1/1963,1963,CHI,MIN,1689.01,1360.475,0.905968062,0.094031938
12/1/1963,1963,LAC,TEN,1543.332,1516.033,0.629789938,0.370210062
12/1/1963,1963,NE,BUF,1492.357,1463.776,0.631508915,0.368491085
12/7/1963,1963,LAR,GB,1382.985,1710.105,0.181104241,0.818895759
12/8/1963,1963,ARI,PHI,1538.214,1376.224,0.786953628,0.213046372
12/8/1963,1963,IND,MIN,1522.57,1372.856,0.774865792,0.225134208
12/8/1963,1963,DAL,PIT,1366.116,1556.933,0.326455401,0.673544599
12/8/1963,1963,NYG,WSH,1658.048,1312.547,0.913964656,0.086035344
12/8/1963,1963,DET,CLE,1501.615,1601.941,0.449336268,0.550663732
12/8/1963,1963,BUF,NYJ,1446.825,1382.896,0.677471282,0.322528718
12/8/1963,1963,TEN,NE,1492.354,1509.308,0.568706342,0.431293658
12/8/1963,1963,KC,DEN,1384.173,1311.051,0.688924094,0.311075906
12/8/1963,1963,CHI,SF,1676.629,1340.863,0.90945467,0.09054533
12/8/1963,1963,OAK,LAC,1460.456,1567.011,0.44048109,0.55951891
12/14/1963,1963,SF,GB,1336.199,1719.459,0.137994023,0.862005977
12/14/1963,1963,NYJ,BUF,1361.778,1467.943,0.441034466,0.558965534
12/14/1963,1963,KC,NE,1404.462,1543.546,0.39497154,0.60502846
12/15/1963,1963,IND,LAR,1536.787,1373.63,0.788077746,0.211922254
12/15/1963,1963,TEN,LAC,1458.116,1536.124,0.481288725,0.518711275
12/15/1963,1963,CHI,DET,1681.292,1539.306,0.767010517,0.232989483
12/15/1963,1963,WSH,CLE,1307.568,1564.251,0.249100378,0.750899622
12/15/1963,1963,PHI,MIN,1363.791,1358.639,0.599606879,0.400393121
12/15/1963,1963,OAK,DEN,1491.343,1290.762,0.821831716,0.178168284
12/15/1963,1963,ARI,DAL,1550.647,1355.05,0.817591914,0.182408086
12/15/1963,1963,NYG,PIT,1663.028,1567.998,0.715287922,0.284712078
12/22/1963,1963,LAC,DEN,1554.745,1285.645,0.872498655,0.127501345
12/22/1963,1963,OAK,TEN,1496.461,1439.495,0.668651595,0.331348405
12/22/1963,1963,KC,NYJ,1448.246,1341.841,0.728432946,0.271567054
12/28/1963,1963,BUF,NE,1487.88,1499.762,0.575852868,0.424147132
12/29/1963,1963,CHI,NYG,1691.505,1678.067,0.611001856,0.388998144
1/5/1964,1963,LAC,NE,1562.855,1534.512,0.631190042,0.368809958
9/12/1964,1964,DAL,ARI,1424.936,1515.529,0.463235186,0.536764814
9/12/1964,1964,LAC,TEN,1561.202,1455.527,0.727600873,0.272399127
9/12/1964,1964,NYJ,DEN,1383.154,1353.356,0.633137652,0.366862348
9/13/1964,1964,PIT,LAR,1536.973,1413.871,0.747023898,0.252976102
9/13/1964,1964,PHI,NYG,1385.335,1612.318,0.282428109,0.717571891
9/13/1964,1964,BUF,KC,1470.42,1480.237,0.578753598,0.421246402
9/13/1964,1964,MIN,IND,1432.952,1529.741,0.454379186,0.545620814
9/13/1964,1964,GB,CHI,1650.56,1637.397,0.610625538,0.389374462
9/13/1964,1964,SF,DET,1389.879,1521.062,0.405890561,0.594109439
9/13/1964,1964,WSH,CLE,1367.025,1550.854,0.335361393,0.664638607
9/13/1964,1964,OAK,NE,1505.11,1507.043,0.589776819,0.410223181
9/19/1964,1964,LAR,DET,1455.776,1539.208,0.473499077,0.526500923
9/19/1964,1964,TEN,OAK,1445.689,1488.275,0.532211664,0.467788336
9/20/1964,1964,PIT,NYG,1495.069,1558.626,0.502076632,0.497923368
9/20/1964,1964,CLE,ARI,1568.087,1537.489,0.634206658,0.365793342
9/20/1964,1964,BUF,DEN,1494.175,1330.714,0.788369863,0.211630137
9/20/1964,1964,MIN,CHI,1459.502,1618.71,0.367651581,0.632348419
9/20/1964,1964,GB,IND,1669.247,1503.19,0.79085238,0.20914762
9/20/1964,1964,PHI,SF,1439.026,1371.733,0.681687931,0.318312069
9/20/1964,1964,DAL,WSH,1402.976,1349.793,0.66380923,0.33619077
9/20/1964,1964,LAC,NE,1571.04,1523.878,0.65603097,0.34396903
9/25/1964,1964,NYG,WSH,1544.83,1337.376,0.8275513,0.1724487
9/26/1964,1964,BUF,LAC,1505.258,1546.268,0.534469622,0.465530378
9/27/1964,1964,LAR,MIN,1456.584,1445.782,0.607389297,0.392610703
9/27/1964,1964,OAK,KC,1463.195,1456.482,0.601762242,0.398237758
9/27/1964,1964,SF,ARI,1395.08,1541.582,0.384814316,0.615185684
9/27/1964,1964,PHI,CLE,1415.68,1563.994,0.382348016,0.617651984
9/27/1964,1964,PIT,DAL,1508.865,1415.392,0.713459118,0.286540882
9/27/1964,1964,NE,NYJ,1548.65,1405.796,0.767902246,0.232097754
9/27/1964,1964,IND,CHI,1515.44,1632.431,0.425732463,0.574267537
9/27/1964,1964,DEN,TEN,1319.631,1470.77,0.378515031,0.621484969
9/28/1964,1964,DET,GB,1538.4,1656.997,0.423473801,0.576526199
10/3/1964,1964,NYJ,LAC,1393.78,1515.578,0.418981564,0.581018436
10/3/1964,1964,BUF,OAK,1535.948,1431.285,0.726444734,0.273555266
10/4/1964,1964,CLE,DAL,1580.183,1404.99,0.799418197,0.200581803
10/4/1964,1964,KC,TEN,1488.392,1493.288,0.585643963,0.414356037
10/4/1964,1964,PHI,PIT,1399.491,1519.267,0.421817696,0.578182304
10/4/1964,1964,IND,LAR,1562.144,1474.062,0.707073072,0.292926928
10/4/1964,1964,DEN,NE,1297.113,1560.666,0.241776776,0.758223224
10/4/1964,1964,SF,CHI,1377.284,1585.727,0.304549906,0.695450094
10/4/1964,1964,WSH,ARI,1333.121,1559.378,0.283275844,0.716724156
10/4/1964,1964,GB,MIN,1670.304,1428.303,0.854114079,0.145885921
10/4/1964,1964,DET,NYG,1525.093,1549.084,0.558744143,0.441255857
10/9/1964,1964,NE,LAC,1575.751,1513.107,0.675852879,0.324147121
10/10/1964,1964,CLE,PIT,1591.362,1487.153,0.725925078,0.274074922
10/10/1964,1964,NYJ,OAK,1396.25,1424.243,0.553056856,0.446943144
10/11/1964,1964,CHI,LAR,1550.048,1458.875,0.710744792,0.289255208
10/11/1964,1964,MIN,DET,1442.064,1552.626,0.434804311,0.565195689
10/11/1964,1964,GB,SF,1656.543,1412.963,0.855243013,0.144756987
10/11/1964,1964,DEN,KC,1282.028,1513.326,0.277421463,0.722578537
10/11/1964,1964,WSH,PHI,1322.85,1431.605,0.437362291,0.562637709
10/11/1964,1964,DAL,NYG,1393.811,1521.551,0.410678677,0.589321323
10/11/1964,1964,TEN,BUF,1468.353,1542.99,0.486134798,0.513865202
10/12/1964,1964,ARI,IND,1569.65,1577.331,0.581748352,0.418251648
10/16/1964,1964,NE,OAK,1542.71,1396.679,0.771145755,0.228854245
10/17/1964,1964,NYJ,TEN,1423.815,1434.804,0.57710793,0.42289207
10/18/1964,1964,NYG,PHI,1518.827,1399.773,0.742594981,0.257405019
10/18/1964,1964,MIN,PIT,1428.352,1531.714,0.445015907,0.554984093
