season,week,game,date,weekday,hour,team1,team2,points_team1,points_team2,location_team1,location_team2,flag_playoffs,flag_neutral
2000,1,1,2000-09-03,Sun,13,Minnesota Vikings,Chicago Bears,30,27,home,away,FALSE,FALSE
2000,1,2,2000-09-03,Sun,13,Indianapolis Colts,Kansas City Chiefs,27,14,away,home,FALSE,FALSE
2000,1,3,2000-09-03,Sun,13,Washington Redskins,Carolina Panthers,20,17,home,away,FALSE,FALSE
2000,1,4,2000-09-03,Sun,13,Tampa Bay Buccaneers,New England Patriots,21,16,away,home,FALSE,FALSE
2000,1,5,2000-09-03,Sun,13,Atlanta Falcons,San Francisco 49ers,36,28,home,away,FALSE,FALSE
2000,1,6,2000-09-03,Sun,13,Baltimore Ravens,Pittsburgh Steelers,16,0,away,home,FALSE,FALSE
2000,1,7,2000-09-03,Sun,13,Jacksonville Jaguars,Cleveland Browns,27,7,away,home,FALSE,FALSE
2000,1,8,2000-09-03,Sun,13,Detroit Lions,New Orleans Saints,14,10,away,home,FALSE,FALSE
2000,1,9,2000-09-03,Sun,13,New York Giants,Arizona Cardinals,21,16,home,away,FALSE,FALSE
2000,1,10,2000-09-03,Sun,16,Philadelphia Eagles,Dallas Cowboys,41,14,away,home,FALSE,FALSE
2000,1,11,2000-09-03,Sun,16,Oakland Raiders,San Diego Chargers,9,6,home,away,FALSE,FALSE
2000,1,12,2000-09-03,Sun,16,Miami Dolphins,Seattle Seahawks,23,0,home,away,FALSE,FALSE
2000,1,13,2000-09-03,Sun,16,New York Jets,Green Bay Packers,20,16,away,home,FALSE,FALSE
2000,1,14,2000-09-03,Sun,20,Buffalo Bills,Tennessee Titans,16,13,home,away,FALSE,FALSE
2000,1,15,2000-09-04,Mon,21,St. Louis Rams,Denver Broncos,41,36,home,away,FALSE,FALSE
2000,2,1,2000-09-10,Sun,12,Minnesota Vikings,Miami Dolphins,13,7,home,away,FALSE,FALSE
2000,2,2,2000-09-10,Sun,13,Cleveland Browns,Cincinnati Bengals,24,7,away,home,FALSE,FALSE
2000,2,3,2000-09-10,Sun,13,Oakland Raiders,Indianapolis Colts,38,31,away,home,FALSE,FALSE
2000,2,4,2000-09-10,Sun,13,Buffalo Bills,Green Bay Packers,27,18,home,away,FALSE,FALSE
2000,2,5,2000-09-10,Sun,13,Tampa Bay Buccaneers,Chicago Bears,41,0,home,away,FALSE,FALSE
2000,2,6,2000-09-10,Sun,13,Baltimore Ravens,Jacksonville Jaguars,39,36,home,away,FALSE,FALSE
2000,2,7,2000-09-10,Sun,13,New York Giants,Philadelphia Eagles,33,18,away,home,FALSE,FALSE
2000,2,8,2000-09-10,Sun,13,Tennessee Titans,Kansas City Chiefs,17,14,home,away,FALSE,FALSE
2000,2,9,2000-09-10,Sun,16,New Orleans Saints,San Diego Chargers,28,27,away,home,FALSE,FALSE
2000,2,10,2000-09-10,Sun,16,Carolina Panthers,San Francisco 49ers,38,22,away,home,FALSE,FALSE
2000,2,11,2000-09-10,Sun,16,St. Louis Rams,Seattle Seahawks,37,34,away,home,FALSE,FALSE
2000,2,12,2000-09-10,Sun,16,Detroit Lions,Washington Redskins,15,10,home,away,FALSE,FALSE
2000,2,13,2000-09-10,Sun,16,Denver Broncos,Atlanta Falcons,42,14,home,away,FALSE,FALSE
2000,2,14,2000-09-10,Sun,20,Arizona Cardinals,Dallas Cowboys,32,31,home,away,FALSE,FALSE
2000,2,15,2000-09-11,Mon,21,New York Jets,New England Patriots,20,19,home,away,FALSE,FALSE
2000,3,1,2000-09-17,Sun,13,Jacksonville Jaguars,Cincinnati Bengals,13,0,home,away,FALSE,FALSE
2000,3,2,2000-09-17,Sun,13,St. Louis Rams,San Francisco 49ers,41,24,home,away,FALSE,FALSE
2000,3,3,2000-09-17,Sun,13,Cleveland Browns,Pittsburgh Steelers,23,20,home,away,FALSE,FALSE
2000,3,4,2000-09-17,Sun,13,Green Bay Packers,Philadelphia Eagles,6,3,home,away,FALSE,FALSE
2000,3,5,2000-09-17,Sun,13,Atlanta Falcons,Carolina Panthers,15,10,away,home,FALSE,FALSE
2000,3,6,2000-09-17,Sun,13,New York Jets,Buffalo Bills,27,14,home,away,FALSE,FALSE
2000,3,7,2000-09-17,Sun,13,Tampa Bay Buccaneers,Detroit Lions,31,10,away,home,FALSE,FALSE
2000,3,8,2000-09-17,Sun,15,New York Giants,Chicago Bears,14,7,away,home,FALSE,FALSE
2000,3,9,2000-09-17,Sun,16,Denver Broncos,Oakland Raiders,33,24,away,home,FALSE,FALSE
2000,3,10,2000-09-17,Sun,16,Kansas City Chiefs,San Diego Chargers,42,10,home,away,FALSE,FALSE
2000,3,11,2000-09-17,Sun,16,Seattle Seahawks,New Orleans Saints,20,10,home,away,FALSE,FALSE
2000,3,12,2000-09-17,Sun,16,Minnesota Vikings,New England Patriots,21,13,away,home,FALSE,FALSE
2000,3,13,2000-09-17,Sun,20,Miami Dolphins,Baltimore Ravens,19,6,home,away,FALSE,FALSE
2000,3,14,2000-09-18,Mon,21,Dallas Cowboys,Washington Redskins,27,21,away,home,FALSE,FALSE
2000,4,1,2000-09-24,Sun,13,Tennessee Titans,Pittsburgh Steelers,23,20,away,home,FALSE,FALSE
2000,4,2,2000-09-24,Sun,13,Baltimore Ravens,Cincinnati Bengals,37,0,home,away,FALSE,FALSE
2000,4,3,2000-09-24,Sun,13,Detroit Lions,Chicago Bears,21,14,away,home,FALSE,FALSE
2000,4,4,2000-09-24,Sun,13,Philadelphia Eagles,New Orleans Saints,21,7,away,home,FALSE,FALSE
2000,4,5,2000-09-24,Sun,13,St. Louis Rams,Atlanta Falcons,41,20,away,home,FALSE,FALSE
2000,4,6,2000-09-24,Sun,13,Miami Dolphins,New England Patriots,10,3,home,away,FALSE,FALSE
2000,4,7,2000-09-24,Sun,13,San Francisco 49ers,Dallas Cowboys,41,24,away,home,FALSE,FALSE
2000,4,8,2000-09-24,Sun,16,Green Bay Packers,Arizona Cardinals,29,3,away,home,FALSE,FALSE
2000,4,9,2000-09-24,Sun,16,Seattle Seahawks,San Diego Chargers,20,12,away,home,FALSE,FALSE
2000,4,10,2000-09-24,Sun,16,New York Jets,Tampa Bay Buccaneers,21,17,away,home,FALSE,FALSE
2000,4,11,2000-09-24,Sun,16,Kansas City Chiefs,Denver Broncos,23,22,away,home,FALSE,FALSE
2000,4,12,2000-09-24,Sun,16,Oakland Raiders,Cleveland Browns,36,10,home,away,FALSE,FALSE
2000,4,13,2000-09-24,Sun,20,Washington Redskins,New York Giants,16,6,away,home,FALSE,FALSE
2000,4,14,2000-09-25,Mon,21,Indianapolis Colts,Jacksonville Jaguars,43,14,home,away,FALSE,FALSE
2000,5,1,2000-10-01,Sun,13,Indianapolis Colts,Buffalo Bills,18,16,away,home,FALSE,FALSE
2000,5,2,2000-10-01,Sun,13,Minnesota Vikings,Detroit Lions,31,24,away,home,FALSE,FALSE
2000,5,3,2000-10-01,Sun,13,Dallas Cowboys,Carolina Panthers,16,13,away,home,FALSE,FALSE
2000,5,4,2000-10-01,Sun,13,St. Louis Rams,San Diego Chargers,57,31,home,away,FALSE,FALSE
2000,5,5,2000-10-01,Sun,13,Pittsburgh Steelers,Jacksonville Jaguars,24,13,away,home,FALSE,FALSE
2000,5,6,2000-10-01,Sun,13,Tennessee Titans,New York Giants,28,14,home,away,FALSE,FALSE
2000,5,7,2000-10-01,Sun,13,Baltimore Ravens,Cleveland Browns,12,0,away,home,FALSE,FALSE
2000,5,8,2000-10-01,Sun,16,Miami Dolphins,Cincinnati Bengals,31,16,away,home,FALSE,FALSE
2000,5,9,2000-10-01,Sun,16,New England Patriots,Denver Broncos,28,19,away,home,FALSE,FALSE
2000,5,10,2000-10-01,Sun,16,San Francisco 49ers,Arizona Cardinals,27,20,home,away,FALSE,FALSE
2000,5,11,2000-10-01,Sun,16,Chicago Bears,Green Bay Packers,27,24,away,home,FALSE,FALSE
2000,5,12,2000-10-01,Sun,16,Washington Redskins,Tampa Bay Buccaneers,20,17,home,away,FALSE,FALSE
2000,5,13,2000-10-01,Sun,20,Philadelphia Eagles,Atlanta Falcons,38,10,home,away,FALSE,FALSE
2000,5,14,2000-10-02,Mon,21,Kansas City Chiefs,Seattle Seahawks,24,17,home,away,FALSE,FALSE
2000,6,1,2000-10-08,Sun,13,Tennessee Titans,Cincinnati Bengals,23,14,away,home,FALSE,FALSE
2000,6,2,2000-10-08,Sun,13,Pittsburgh Steelers,New York Jets,20,3,away,home,FALSE,FALSE
2000,6,3,2000-10-08,Sun,13,Detroit Lions,Green Bay Packers,31,24,home,away,FALSE,FALSE
2000,6,4,2000-10-08,Sun,13,New England Patriots,Indianapolis Colts,24,16,home,away,FALSE,FALSE
2000,6,5,2000-10-08,Sun,13,Miami Dolphins,Buffalo Bills,22,13,home,away,FALSE,FALSE
2000,6,6,2000-10-08,Sun,13,Washington Redskins,Philadelphia Eagles,17,14,away,home,FALSE,FALSE
2000,6,7,2000-10-08,Sun,13,New Orleans Saints,Chicago Bears,31,10,away,home,FALSE,FALSE
2000,6,8,2000-10-08,Sun,16,Oakland Raiders,San Francisco 49ers,34,28,away,home,FALSE,FALSE
2000,6,9,2000-10-08,Sun,16,New York Giants,Atlanta Falcons,13,6,away,home,FALSE,FALSE
2000,6,10,2000-10-08,Sun,16,Carolina Panthers,Seattle Seahawks,26,3,home,away,FALSE,FALSE
2000,6,11,2000-10-08,Sun,16,Arizona Cardinals,Cleveland Browns,29,21,home,away,FALSE,FALSE
2000,6,12,2000-10-08,Sun,16,Denver Broncos,San Diego Chargers,21,7,away,home,FALSE,FALSE
2000,6,13,2000-10-08,Sun,20,Baltimore Ravens,Jacksonville Jaguars,15,10,away,home,FALSE,FALSE
2000,6,14,2000-10-09,Mon,21,Minnesota Vikings,Tampa Bay Buccaneers,30,23,home,away,FALSE,FALSE
2000,7,1,2000-10-15,Sun,13,Oakland Raiders,Kansas City Chiefs,20,17,away,home,FALSE,FALSE
2000,7,2,2000-10-15,Sun,13,Buffalo Bills,San Diego Chargers,27,24,home,away,FALSE,FALSE
2000,7,3,2000-10-15,Sun,13,Pittsburgh Steelers,Cincinnati Bengals,15,0,home,away,FALSE,FALSE
2000,7,4,2000-10-15,Sun,13,Washington Redskins,Baltimore Ravens,10,3,home,away,FALSE,FALSE
2000,7,5,2000-10-15,Sun,13,St. Louis Rams,Atlanta Falcons,45,29,home,away,FALSE,FALSE
2000,7,6,2000-10-15,Sun,13,New York Giants,Dallas Cowboys,19,14,home,away,FALSE,FALSE
2000,7,7,2000-10-15,Sun,13,New Orleans Saints,Carolina Panthers,24,6,home,away,FALSE,FALSE
2000,7,8,2000-10-15,Sun,16,Indianapolis Colts,Seattle Seahawks,37,24,away,home,FALSE,FALSE
2000,7,9,2000-10-15,Sun,16,New York Jets,New England Patriots,34,17,away,home,FALSE,FALSE
2000,7,10,2000-10-15,Sun,16,Denver Broncos,Cleveland Browns,44,10,home,away,FALSE,FALSE
2000,7,11,2000-10-15,Sun,16,Philadelphia Eagles,Arizona Cardinals,33,14,away,home,FALSE,FALSE
2000,7,12,2000-10-15,Sun,16,Green Bay Packers,San Francisco 49ers,31,28,home,away,FALSE,FALSE
2000,7,13,2000-10-15,Sun,20,Minnesota Vikings,Chicago Bears,28,16,away,home,FALSE,FALSE
2000,7,14,2000-10-16,Mon,21,Tennessee Titans,Jacksonville Jaguars,27,13,home,away,FALSE,FALSE
2000,8,1,2000-10-19,Thu,20,Detroit Lions,Tampa Bay Buccaneers,28,14,away,home,FALSE,FALSE
2000,8,2,2000-10-22,Sun,13,Cincinnati Bengals,Denver Broncos,31,21,home,away,FALSE,FALSE
2000,8,3,2000-10-22,Sun,13,Dallas Cowboys,Arizona Cardinals,48,7,home,away,FALSE,FALSE
2000,8,4,2000-10-22,Sun,13,Indianapolis Colts,New England Patriots,30,23,home,away,FALSE,FALSE
2000,8,5,2000-10-22,Sun,13,Kansas City Chiefs,St. Louis Rams,54,34,home,away,FALSE,FALSE
2000,8,6,2000-10-22,Sun,13,Minnesota Vikings,Buffalo Bills,31,27,home,away,FALSE,FALSE
2000,8,7,2000-10-22,Sun,13,Carolina Panthers,San Francisco 49ers,34,16,home,away,FALSE,FALSE
2000,8,8,2000-10-22,Sun,13,Tennessee Titans,Baltimore Ravens,14,6,away,home,FALSE,FALSE
2000,8,9,2000-10-22,Sun,13,Philadelphia Eagles,Chicago Bears,13,9,home,away,FALSE,FALSE
2000,8,10,2000-10-22,Sun,13,New Orleans Saints,Atlanta Falcons,21,19,away,home,FALSE,FALSE
2000,8,11,2000-10-22,Sun,16,Oakland Raiders,Seattle Seahawks,31,3,home,away,FALSE,FALSE
2000,8,12,2000-10-22,Sun,16,Pittsburgh Steelers,Cleveland Browns,22,0,home,away,FALSE,FALSE
2000,8,13,2000-10-22,Sun,16,Washington Redskins,Jacksonville Jaguars,35,16,away,home,FALSE,FALSE
2000,8,14,2000-10-23,Mon,21,New York Jets,Miami Dolphins,40,37,home,away,FALSE,FALSE
2000,9,1,2000-10-29,Sun,13,Tampa Bay Buccaneers,Minnesota Vikings,41,13,home,away,FALSE,FALSE
2000,9,2,2000-10-29,Sun,13,Buffalo Bills,New York Jets,23,20,home,away,FALSE,FALSE
2000,9,3,2000-10-29,Sun,13,Miami Dolphins,Green Bay Packers,28,20,home,away,FALSE,FALSE
2000,9,4,2000-10-29,Sun,13,Pittsburgh Steelers,Baltimore Ravens,9,6,away,home,FALSE,FALSE
2000,9,5,2000-10-29,Sun,13,Atlanta Falcons,Carolina Panthers,13,12,home,away,FALSE,FALSE
2000,9,6,2000-10-29,Sun,13,Cincinnati Bengals,Cleveland Browns,12,3,away,home,FALSE,FALSE
2000,9,7,2000-10-29,Sun,14,Indianapolis Colts,Detroit Lions,30,18,home,away,FALSE,FALSE
2000,9,8,2000-10-29,Sun,16,New Orleans Saints,Arizona Cardinals,21,10,away,home,FALSE,FALSE
2000,9,9,2000-10-29,Sun,16,St. Louis Rams,San Francisco 49ers,34,24,away,home,FALSE,FALSE
2000,9,10,2000-10-29,Sun,16,New York Giants,Philadelphia Eagles,24,7,home,away,FALSE,FALSE
2000,9,11,2000-10-29,Sun,16,Jacksonville Jaguars,Dallas Cowboys,23,17,away,home,FALSE,FALSE
2000,9,12,2000-10-29,Sun,16,Kansas City Chiefs,Seattle Seahawks,24,19,away,home,FALSE,FALSE
2000,9,13,2000-10-29,Sun,20,Oakland Raiders,San Diego Chargers,15,13,away,home,FALSE,FALSE
2000,9,14,2000-10-30,Mon,21,Tennessee Titans,Washington Redskins,27,21,away,home,FALSE,FALSE
2000,10,1,2000-11-05,Sun,13,Miami Dolphins,Detroit Lions,23,8,away,home,FALSE,FALSE
2000,10,2,2000-11-05,Sun,13,Buffalo Bills,New England Patriots,16,13,away,home,FALSE,FALSE
2000,10,3,2000-11-05,Sun,13,New Orleans Saints,San Francisco 49ers,31,15,home,away,FALSE,FALSE
2000,10,4,2000-11-05,Sun,13,Chicago Bears,Indianapolis Colts,27,24,home,away,FALSE,FALSE
2000,10,5,2000-11-05,Sun,13,Tampa Bay Buccaneers,Atlanta Falcons,27,14,away,home,FALSE,FALSE
2000,10,6,2000-11-05,Sun,13,Philadelphia Eagles,Dallas Cowboys,16,13,home,away,FALSE,FALSE
2000,10,7,2000-11-05,Sun,13,Tennessee Titans,Pittsburgh Steelers,9,7,home,away,FALSE,FALSE
2000,10,8,2000-11-05,Sun,13,Baltimore Ravens,Cincinnati Bengals,27,7,away,home,FALSE,FALSE
2000,10,9,2000-11-05,Sun,13,New York Giants,Cleveland Browns,24,3,away,home,FALSE,FALSE
2000,10,10,2000-11-05,Sun,13,Oakland Raiders,Kansas City Chiefs,49,31,home,away,FALSE,FALSE
2000,10,11,2000-11-05,Sun,16,Arizona Cardinals,Washington Redskins,16,15,home,away,FALSE,FALSE
2000,10,12,2000-11-05,Sun,16,Seattle Seahawks,San Diego Chargers,17,15,home,away,FALSE,FALSE
2000,10,13,2000-11-05,Sun,16,Denver Broncos,New York Jets,30,23,away,home,FALSE,FALSE
2000,10,14,2000-11-05,Sun,20,Carolina Panthers,St. Louis Rams,27,24,away,home,FALSE,FALSE
2000,10,15,2000-11-06,Mon,21,Green Bay Packers,Minnesota Vikings,26,20,home,away,FALSE,FALSE
2000,11,1,2000-11-12,Sun,13,Dallas Cowboys,Cincinnati Bengals,23,6,home,away,FALSE,FALSE
2000,11,2,2000-11-12,Sun,13,Minnesota Vikings,Arizona Cardinals,31,14,home,away,FALSE,FALSE
2000,11,3,2000-11-12,Sun,13,Detroit Lions,Atlanta Falcons,13,10,home,away,FALSE,FALSE
2000,11,4,2000-11-12,Sun,13,Philadelphia Eagles,Pittsburgh Steelers,26,23,away,home,FALSE,FALSE
2000,11,5,2000-11-12,Sun,13,Seattle Seahawks,Jacksonville Jaguars,28,21,away,home,FALSE,FALSE
2000,11,6,2000-11-12,Sun,13,New Orleans Saints,Carolina Panthers,20,10,away,home,FALSE,FALSE
2000,11,7,2000-11-12,Sun,13,Buffalo Bills,Chicago Bears,20,3,home,away,FALSE,FALSE
2000,11,8,2000-11-12,Sun,13,Baltimore Ravens,Tennessee Titans,24,23,away,home,FALSE,FALSE
2000,11,9,2000-11-12,Sun,13,Cleveland Browns,New England Patriots,19,11,home,away,FALSE,FALSE
2000,11,10,2000-11-12,Sun,16,San Francisco 49ers,Kansas City Chiefs,21,7,home,away,FALSE,FALSE
2000,11,11,2000-11-12,Sun,16,Miami Dolphins,San Diego Chargers,17,7,away,home,FALSE,FALSE
2000,11,12,2000-11-12,Sun,16,St. Louis Rams,New York Giants,38,24,away,home,FALSE,FALSE
2000,11,13,2000-11-12,Sun,16,Tampa Bay Buccaneers,Green Bay Packers,20,15,home,away,FALSE,FALSE
2000,11,14,2000-11-12,Sun,20,Indianapolis Colts,New York Jets,23,15,home,away,FALSE,FALSE
2000,11,15,2000-11-13,Mon,21,Denver Broncos,Oakland Raiders,27,24,home,away,FALSE,FALSE
2000,12,1,2000-11-19,Sun,13,Minnesota Vikings,Carolina Panthers,31,17,home,away,FALSE,FALSE
2000,12,2,2000-11-19,Sun,13,Buffalo Bills,Kansas City Chiefs,21,17,away,home,FALSE,FALSE
2000,12,3,2000-11-19,Sun,13,Green Bay Packers,Indianapolis Colts,26,24,home,away,FALSE,FALSE
2000,12,4,2000-11-19,Sun,13,New England Patriots,Cincinnati Bengals,16,13,home,away,FALSE,FALSE
2000,12,5,2000-11-19,Sun,13,Philadelphia Eagles,Arizona Cardinals,34,9,home,away,FALSE,FALSE
2000,12,6,2000-11-19,Sun,13,Oakland Raiders,New Orleans Saints,31,22,away,home,FALSE,FALSE
2000,12,7,2000-11-19,Sun,13,Detroit Lions,New York Giants,31,21,away,home,FALSE,FALSE
2000,12,8,2000-11-19,Sun,13,Tennessee Titans,Cleveland Browns,24,10,home,away,FALSE,FALSE
2000,12,9,2000-11-19,Sun,13,Chicago Bears,Tampa Bay Buccaneers,13,10,home,away,FALSE,FALSE
2000,12,10,2000-11-19,Sun,16,Denver Broncos,San Diego Chargers,38,37,home,away,FALSE,FALSE
2000,12,11,2000-11-19,Sun,16,New York Jets,Miami Dolphins,20,3,away,home,FALSE,FALSE
2000,12,12,2000-11-19,Sun,16,Baltimore Ravens,Dallas Cowboys,27,0,home,away,FALSE,FALSE
2000,12,13,2000-11-19,Sun,16,San Francisco 49ers,Atlanta Falcons,16,6,home,away,FALSE,FALSE
2000,12,14,2000-11-19,Sun,20,Jacksonville Jaguars,Pittsburgh Steelers,34,24,away,home,FALSE,FALSE
2000,12,15,2000-11-20,Mon,21,Washington Redskins,St. Louis Rams,33,20,away,home,FALSE,FALSE
2000,13,1,2000-11-23,Thu,12,Detroit Lions,New England Patriots,34,9,home,away,FALSE,FALSE
2000,13,2,2000-11-23,Thu,16,Minnesota Vikings,Dallas Cowboys,27,15,away,home,FALSE,FALSE
2000,13,3,2000-11-26,Sun,13,Tampa Bay Buccaneers,Buffalo Bills,31,17,home,away,FALSE,FALSE
2000,13,4,2000-11-26,Sun,13,Philadelphia Eagles,Washington Redskins,23,20,away,home,FALSE,FALSE
2000,13,5,2000-11-26,Sun,13,Baltimore Ravens,Cleveland Browns,44,7,home,away,FALSE,FALSE
2000,13,6,2000-11-26,Sun,13,New York Jets,Chicago Bears,17,10,home,away,FALSE,FALSE
2000,13,7,2000-11-26,Sun,13,Pittsburgh Steelers,Cincinnati Bengals,48,28,away,home,FALSE,FALSE
2000,13,8,2000-11-26,Sun,13,New Orleans Saints,St. Louis Rams,31,24,away,home,FALSE,FALSE
2000,13,9,2000-11-26,Sun,16,Oakland Raiders,Atlanta Falcons,41,14,home,away,FALSE,FALSE
2000,13,10,2000-11-26,Sun,16,Miami Dolphins,Indianapolis Colts,17,14,away,home,FALSE,FALSE
2000,13,11,2000-11-26,Sun,16,San Diego Chargers,Kansas City Chiefs,17,16,home,away,FALSE,FALSE
2000,13,12,2000-11-26,Sun,16,Jacksonville Jaguars,Tennessee Titans,16,13,home,away,FALSE,FALSE
2000,13,13,2000-11-26,Sun,16,Denver Broncos,Seattle Seahawks,38,31,away,home,FALSE,FALSE
2000,13,14,2000-11-26,Sun,20,New York Giants,Arizona Cardinals,31,7,away,home,FALSE,FALSE
2000,13,15,2000-11-27,Mon,21,Carolina Panthers,Green Bay Packers,31,14,home,away,FALSE,FALSE
2000,14,1,2000-11-30,Thu,20,Minnesota Vikings,Detroit Lions,24,17,home,away,FALSE,FALSE
2000,14,2,2000-12-03,Sun,13,Tampa Bay Buccaneers,Dallas Cowboys,27,7,home,away,FALSE,FALSE
2000,14,3,2000-12-03,Sun,13,Pittsburgh Steelers,Oakland Raiders,21,20,home,away,FALSE,FALSE
2000,14,4,2000-12-03,Sun,13,New York Giants,Washington Redskins,9,7,away,home,FALSE,FALSE
2000,14,5,2000-12-03,Sun,13,Miami Dolphins,Buffalo Bills,33,6,away,home,FALSE,FALSE
2000,14,6,2000-12-03,Sun,13,Denver Broncos,New Orleans Saints,38,23,away,home,FALSE,FALSE
2000,14,7,2000-12-03,Sun,13,Cincinnati Bengals,Arizona Cardinals,24,13,home,away,FALSE,FALSE
2000,14,8,2000-12-03,Sun,13,Tennessee Titans,Philadelphia Eagles,15,13,away,home,FALSE,FALSE
2000,14,9,2000-12-03,Sun,13,Carolina Panthers,St. Louis Rams,16,3,home,away,FALSE,FALSE
2000,14,10,2000-12-03,Sun,13,Seattle Seahawks,Atlanta Falcons,30,10,away,home,FALSE,FALSE
2000,14,11,2000-12-03,Sun,16,San Francisco 49ers,San Diego Chargers,45,17,away,home,FALSE,FALSE
2000,14,12,2000-12-03,Sun,16,New York Jets,Indianapolis Colts,27,17,home,away,FALSE,FALSE
2000,14,13,2000-12-03,Sun,16,Jacksonville Jaguars,Cleveland Browns,48,0,home,away,FALSE,FALSE
2000,14,14,2000-12-03,Sun,20,Green Bay Packers,Chicago Bears,28,6,away,home,FALSE,FALSE
2000,14,15,2000-12-04,Mon,21,New England Patriots,Kansas City Chiefs,30,24,home,away,FALSE,FALSE
2000,15,1,2000-12-10,Sun,13,Kansas City Chiefs,Carolina Panthers,15,14,home,away,FALSE,FALSE
2000,15,2,2000-12-10,Sun,13,Tampa Bay Buccaneers,Miami Dolphins,16,13,away,home,FALSE,FALSE
2000,15,3,2000-12-10,Sun,13,Chicago Bears,New England Patriots,24,17,home,away,FALSE,FALSE
2000,15,4,2000-12-10,Sun,13,Baltimore Ravens,San Diego Chargers,24,3,home,away,FALSE,FALSE
2000,15,5,2000-12-10,Sun,13,Green Bay Packers,Detroit Lions,26,13,home,away,FALSE,FALSE
2000,15,6,2000-12-10,Sun,13,Jacksonville Jaguars,Arizona Cardinals,44,10,home,away,FALSE,FALSE
2000,15,7,2000-12-10,Sun,13,Tennessee Titans,Cincinnati Bengals,35,3,home,away,FALSE,FALSE
2000,15,8,2000-12-10,Sun,13,New York Giants,Pittsburgh Steelers,30,10,home,away,FALSE,FALSE
2000,15,9,2000-12-10,Sun,13,Philadelphia Eagles,Cleveland Browns,35,24,away,home,FALSE,FALSE
2000,15,10,2000-12-10,Sun,16,Denver Broncos,Seattle Seahawks,31,24,home,away,FALSE,FALSE
2000,15,11,2000-12-10,Sun,16,New Orleans Saints,San Francisco 49ers,31,27,away,home,FALSE,FALSE
2000,15,12,2000-12-10,Sun,16,Dallas Cowboys,Washington Redskins,32,13,home,away,FALSE,FALSE
2000,15,13,2000-12-10,Sun,16,St. Louis Rams,Minnesota Vikings,40,29,home,away,FALSE,FALSE
2000,15,14,2000-12-10,Sun,20,Oakland Raiders,New York Jets,31,7,home,away,FALSE,FALSE
2000,15,15,2000-12-11,Mon,21,Indianapolis Colts,Buffalo Bills,44,20,home,away,FALSE,FALSE
2000,16,1,2000-12-16,Sat,12,Pittsburgh Steelers,Washington Redskins,24,3,home,away,FALSE,FALSE
2000,16,2,2000-12-16,Sat,16,Seattle Seahawks,Oakland Raiders,27,24,home,away,FALSE,FALSE
2000,16,3,2000-12-17,Sun,13,Green Bay Packers,Minnesota Vikings,33,28,away,home,FALSE,FALSE
2000,16,4,2000-12-17,Sun,13,Kansas City Chiefs,Denver Broncos,20,7,home,away,FALSE,FALSE
2000,16,5,2000-12-17,Sun,13,Detroit Lions,New York Jets,10,7,away,home,FALSE,FALSE
2000,16,6,2000-12-17,Sun,13,Cincinnati Bengals,Jacksonville Jaguars,17,14,home,away,FALSE,FALSE
2000,16,7,2000-12-17,Sun,13,New England Patriots,Buffalo Bills,13,10,away,home,FALSE,FALSE
2000,16,8,2000-12-17,Sun,13,New Orleans Saints,Atlanta Falcons,23,7,home,away,FALSE,FALSE
2000,16,9,2000-12-17,Sun,13,Tennessee Titans,Cleveland Browns,24,0,away,home,FALSE,FALSE
2000,16,10,2000-12-17,Sun,13,Carolina Panthers,San Diego Chargers,30,22,home,away,FALSE,FALSE
2000,16,11,2000-12-17,Sun,16,San Francisco 49ers,Chicago Bears,17,0,home,away,FALSE,FALSE
2000,16,12,2000-12-17,Sun,16,Baltimore Ravens,Arizona Cardinals,13,7,away,home,FALSE,FALSE
2000,16,13,2000-12-17,Sun,16,Indianapolis Colts,Miami Dolphins,20,13,away,home,FALSE,FALSE
2000,16,14,2000-12-17,Sun,20,New York Giants,Dallas Cowboys,17,13,away,home,FALSE,FALSE
2000,16,15,2000-12-18,Mon,21,Tampa Bay Buccaneers,St. Louis Rams,38,35,home,away,FALSE,FALSE
2000,17,1,2000-12-23,Sat,12,New York Giants,Jacksonville Jaguars,28,25,home,away,FALSE,FALSE
2000,17,2,2000-12-23,Sat,16,Denver Broncos,San Francisco 49ers,38,9,home,away,FALSE,FALSE
2000,17,3,2000-12-23,Sat,20,Buffalo Bills,Seattle Seahawks,42,23,away,home,FALSE,FALSE
2000,17,4,2000-12-24,Sun,13,Washington Redskins,Arizona Cardinals,20,3,home,away,FALSE,FALSE
2000,17,5,2000-12-24,Sun,13,Chicago Bears,Detroit Lions,23,20,away,home,FALSE,FALSE
2000,17,6,2000-12-24,Sun,13,Miami Dolphins,New England Patriots,27,24,away,home,FALSE,FALSE
2000,17,7,2000-12-24,Sun,13,Baltimore Ravens,New York Jets,34,20,home,away,FALSE,FALSE
2000,17,8,2000-12-24,Sun,13,Green Bay Packers,Tampa Bay Buccaneers,17,14,home,away,FALSE,FALSE
2000,17,9,2000-12-24,Sun,13,St. Louis Rams,New Orleans Saints,26,21,away,home,FALSE,FALSE
2000,17,10,2000-12-24,Sun,13,Philadelphia Eagles,Cincinnati Bengals,16,7,home,away,FALSE,FALSE
2000,17,11,2000-12-24,Sun,13,Atlanta Falcons,Kansas City Chiefs,29,13,home,away,FALSE,FALSE
2000,17,12,2000-12-24,Sun,16,Pittsburgh Steelers,San Diego Chargers,34,21,away,home,FALSE,FALSE
