season,week,game,date,weekday,hour,team1,team2,points_team1,points_team2,location_team1,location_team2,flag_playoffs,flag_neutral
2010,11,5,2010-11-21,Sun,13,Washington Redskins,Tennessee Titans,19,16,away,home,FALSE,FALSE
2010,11,6,2010-11-21,Sun,13,Kansas City Chiefs,Arizona Cardinals,31,13,home,away,FALSE,FALSE
2010,11,7,2010-11-21,Sun,13,Jacksonville Jaguars,Cleveland Browns,24,20,home,away,FALSE,FALSE
2010,11,8,2010-11-21,Sun,13,New York Jets,Houston Texans,30,27,home,away,FALSE,FALSE
2010,11,9,2010-11-21,Sun,13,Baltimore Ravens,Carolina Panthers,37,13,away,home,FALSE,FALSE
2010,11,10,2010-11-21,Sun,13,Green Bay Packers,Minnesota Vikings,31,3,away,home,FALSE,FALSE
2010,11,11,2010-11-21,Sun,16,New Orleans Saints,Seattle Seahawks,34,19,home,away,FALSE,FALSE
2010,11,12,2010-11-21,Sun,16,Atlanta Falcons,St. Louis Rams,34,17,away,home,FALSE,FALSE
2010,11,13,2010-11-21,Sun,16,Tampa Bay Buccaneers,San Francisco 49ers,21,0,away,home,FALSE,FALSE
2010,11,14,2010-11-21,Sun,16,New England Patriots,Indianapolis Colts,31,28,home,away,FALSE,FALSE
2010,11,15,2010-11-21,Sun,20,Philadelphia Eagles,New York Giants,27,17,home,away,FALSE,FALSE
2010,11,16,2010-11-22,Mon,20,San Diego Chargers,Denver Broncos,35,14,home,away,FALSE,FALSE
2010,12,1,2010-11-25,Thu,12,New England Patriots,Detroit Lions,45,24,away,home,FALSE,FALSE
2010,12,2,2010-11-25,Thu,16,New Orleans Saints,Dallas Cowboys,30,27,away,home,FALSE,FALSE
2010,12,3,2010-11-25,Thu,20,New York Jets,Cincinnati Bengals,26,10,home,away,FALSE,FALSE
2010,12,4,2010-11-28,Sun,13,Houston Texans,Tennessee Titans,20,0,home,away,FALSE,FALSE
2010,12,5,2010-11-28,Sun,13,New York Giants,Jacksonville Jaguars,24,20,home,away,FALSE,FALSE
2010,12,6,2010-11-28,Sun,13,Minnesota Vikings,Washington Redskins,17,13,away,home,FALSE,FALSE
2010,12,7,2010-11-28,Sun,13,Pittsburgh Steelers,Buffalo Bills,19,16,away,home,FALSE,FALSE
2010,12,8,2010-11-28,Sun,13,Atlanta Falcons,Green Bay Packers,20,17,home,away,FALSE,FALSE
2010,12,9,2010-11-28,Sun,13,Cleveland Browns,Carolina Panthers,24,23,home,away,FALSE,FALSE
2010,12,10,2010-11-28,Sun,16,Miami Dolphins,Oakland Raiders,33,17,away,home,FALSE,FALSE
2010,12,11,2010-11-28,Sun,16,Kansas City Chiefs,Seattle Seahawks,42,24,away,home,FALSE,FALSE
2010,12,12,2010-11-28,Sun,16,Chicago Bears,Philadelphia Eagles,31,26,home,away,FALSE,FALSE
2010,12,13,2010-11-28,Sun,16,Baltimore Ravens,Tampa Bay Buccaneers,17,10,home,away,FALSE,FALSE
2010,12,14,2010-11-28,Sun,16,St. Louis Rams,Denver Broncos,36,33,away,home,FALSE,FALSE
2010,12,15,2010-11-28,Sun,20,San Diego Chargers,Indianapolis Colts,36,14,away,home,FALSE,FALSE
2010,12,16,2010-11-29,Mon,20,San Francisco 49ers,Arizona Cardinals,27,6,away,home,FALSE,FALSE
2010,13,1,2010-12-02,Thu,20,Philadelphia Eagles,Houston Texans,34,24,home,away,FALSE,FALSE
2010,13,2,2010-12-05,Sun,13,New York Giants,Washington Redskins,31,7,home,away,FALSE,FALSE
2010,13,3,2010-12-05,Sun,13,Green Bay Packers,San Francisco 49ers,34,16,home,away,FALSE,FALSE
2010,13,4,2010-12-05,Sun,13,Cleveland Browns,Miami Dolphins,13,10,away,home,FALSE,FALSE
2010,13,5,2010-12-05,Sun,13,New Orleans Saints,Cincinnati Bengals,34,30,away,home,FALSE,FALSE
2010,13,6,2010-12-05,Sun,13,Kansas City Chiefs,Denver Broncos,10,6,home,away,FALSE,FALSE
2010,13,7,2010-12-05,Sun,13,Chicago Bears,Detroit Lions,24,20,away,home,FALSE,FALSE
2010,13,8,2010-12-05,Sun,13,Jacksonville Jaguars,Tennessee Titans,17,6,away,home,FALSE,FALSE
2010,13,9,2010-12-05,Sun,13,Minnesota Vikings,Buffalo Bills,38,14,home,away,FALSE,FALSE
2010,13,10,2010-12-05,Sun,16,Oakland Raiders,San Diego Chargers,28,13,away,home,FALSE,FALSE
2010,13,11,2010-12-05,Sun,16,Dallas Cowboys,Indianapolis Colts,38,35,away,home,FALSE,FALSE
2010,13,12,2010-12-05,Sun,16,St. Louis Rams,Arizona Cardinals,19,6,away,home,FALSE,FALSE
2010,13,13,2010-12-05,Sun,16,Atlanta Falcons,Tampa Bay Buccaneers,28,24,away,home,FALSE,FALSE
2010,13,14,2010-12-05,Sun,16,Seattle Seahawks,Carolina Panthers,31,14,home,away,FALSE,FALSE
2010,13,15,2010-12-05,Sun,20,Pittsburgh Steelers,Baltimore Ravens,13,10,away,home,FALSE,FALSE
2010,13,16,2010-12-06,Mon,20,New England Patriots,New York Jets,45,3,home,away,FALSE,FALSE
2010,14,1,2010-12-09,Thu,20,Indianapolis Colts,Tennessee Titans,30,28,away,home,FALSE,FALSE
2010,14,2,2010-12-12,Sun,13,Jacksonville Jaguars,Oakland Raiders,38,31,home,away,FALSE,FALSE
2010,14,3,2010-12-12,Sun,13,Buffalo Bills,Cleveland Browns,13,6,home,away,FALSE,FALSE
2010,14,4,2010-12-12,Sun,13,Pittsburgh Steelers,Cincinnati Bengals,23,7,home,away,FALSE,FALSE
2010,14,5,2010-12-12,Sun,13,Atlanta Falcons,Carolina Panthers,31,10,away,home,FALSE,FALSE
2010,14,6,2010-12-12,Sun,13,Detroit Lions,Green Bay Packers,7,3,home,away,FALSE,FALSE
2010,14,7,2010-12-12,Sun,13,Tampa Bay Buccaneers,Washington Redskins,17,16,away,home,FALSE,FALSE
2010,14,8,2010-12-12,Sun,16,San Francisco 49ers,Seattle Seahawks,40,21,home,away,FALSE,FALSE
2010,14,9,2010-12-12,Sun,16,New Orleans Saints,St. Louis Rams,31,13,home,away,FALSE,FALSE
2010,14,10,2010-12-12,Sun,16,Arizona Cardinals,Denver Broncos,43,13,home,away,FALSE,FALSE
2010,14,11,2010-12-12,Sun,16,Miami Dolphins,New York Jets,10,6,away,home,FALSE,FALSE
2010,14,12,2010-12-12,Sun,16,San Diego Chargers,Kansas City Chiefs,31,0,home,away,FALSE,FALSE
2010,14,13,2010-12-12,Sun,16,New England Patriots,Chicago Bears,36,7,away,home,FALSE,FALSE
2010,14,14,2010-12-12,Sun,20,Philadelphia Eagles,Dallas Cowboys,30,27,away,home,FALSE,FALSE
2010,14,15,2010-12-13,Mon,19,New York Giants,Minnesota Vikings,21,3,away,home,FALSE,FALSE
2010,14,16,2010-12-13,Mon,20,Baltimore Ravens,Houston Texans,34,28,away,home,FALSE,FALSE
2010,15,1,2010-12-16,Thu,20,San Diego Chargers,San Francisco 49ers,34,7,home,away,FALSE,FALSE
2010,15,2,2010-12-19,Sun,13,Kansas City Chiefs,St. Louis Rams,27,13,away,home,FALSE,FALSE
2010,15,3,2010-12-19,Sun,13,Buffalo Bills,Miami Dolphins,17,14,away,home,FALSE,FALSE
2010,15,4,2010-12-19,Sun,13,Cincinnati Bengals,Cleveland Browns,19,17,home,away,FALSE,FALSE
2010,15,5,2010-12-19,Sun,13,Tennessee Titans,Houston Texans,31,17,home,away,FALSE,FALSE
2010,15,6,2010-12-19,Sun,13,Indianapolis Colts,Jacksonville Jaguars,34,24,home,away,FALSE,FALSE
2010,15,7,2010-12-19,Sun,13,Dallas Cowboys,Washington Redskins,33,30,home,away,FALSE,FALSE
2010,15,8,2010-12-19,Sun,13,Detroit Lions,Tampa Bay Buccaneers,23,20,away,home,FALSE,FALSE
2010,15,9,2010-12-19,Sun,13,Philadelphia Eagles,New York Giants,38,31,away,home,FALSE,FALSE
2010,15,10,2010-12-19,Sun,13,Baltimore Ravens,New Orleans Saints,30,24,home,away,FALSE,FALSE
2010,15,11,2010-12-19,Sun,13,Carolina Panthers,Arizona Cardinals,19,12,home,away,FALSE,FALSE
2010,15,12,2010-12-19,Sun,16,Atlanta Falcons,Seattle Seahawks,34,18,away,home,FALSE,FALSE
2010,15,13,2010-12-19,Sun,16,New York Jets,Pittsburgh Steelers,22,17,away,home,FALSE,FALSE
2010,15,14,2010-12-19,Sun,16,Oakland Raiders,Denver Broncos,39,23,home,away,FALSE,FALSE
2010,15,15,2010-12-19,Sun,20,New England Patriots,Green Bay Packers,31,27,home,away,FALSE,FALSE
2010,15,16,2010-12-20,Mon,20,Chicago Bears,Minnesota Vikings,40,14,away,home,FALSE,FALSE
2010,16,1,2010-12-23,Thu,20,Pittsburgh Steelers,Carolina Panthers,27,3,home,away,FALSE,FALSE
2010,16,2,2010-12-25,Sat,19,Arizona Cardinals,Dallas Cowboys,27,26,home,away,FALSE,FALSE
2010,16,3,2010-12-26,Sun,13,St. Louis Rams,San Francisco 49ers,25,17,home,away,FALSE,FALSE
2010,16,4,2010-12-26,Sun,13,Baltimore Ravens,Cleveland Browns,20,10,away,home,FALSE,FALSE
2010,16,5,2010-12-26,Sun,13,Chicago Bears,New York Jets,38,34,home,away,FALSE,FALSE
2010,16,6,2010-12-26,Sun,13,New England Patriots,Buffalo Bills,34,3,away,home,FALSE,FALSE
2010,16,7,2010-12-26,Sun,13,Kansas City Chiefs,Tennessee Titans,34,14,home,away,FALSE,FALSE
2010,16,8,2010-12-26,Sun,13,Detroit Lions,Miami Dolphins,34,27,away,home,FALSE,FALSE
2010,16,9,2010-12-26,Sun,13,Washington Redskins,Jacksonville Jaguars,20,17,away,home,FALSE,FALSE
2010,16,10,2010-12-26,Sun,16,Indianapolis Colts,Oakland Raiders,31,26,away,home,FALSE,FALSE
2010,16,11,2010-12-26,Sun,16,Cincinnati Bengals,San Diego Chargers,34,20,home,away,FALSE,FALSE
2010,16,12,2010-12-26,Sun,16,Denver Broncos,Houston Texans,24,23,home,away,FALSE,FALSE
2010,16,13,2010-12-26,Sun,16,Green Bay Packers,New York Giants,45,17,home,away,FALSE,FALSE
2010,16,14,2010-12-26,Sun,16,Tampa Bay Buccaneers,Seattle Seahawks,38,15,home,away,FALSE,FALSE
2010,16,15,2010-12-27,Mon,20,New Orleans Saints,Atlanta Falcons,17,14,away,home,FALSE,FALSE
2010,16,16,2010-12-28,Tue,20,Minnesota Vikings,Philadelphia Eagles,24,14,away,home,FALSE,FALSE
2010,17,1,2011-01-02,Sun,13,Tampa Bay Buccaneers,New Orleans Saints,23,13,away,home,FALSE,FALSE
2010,17,2,2011-01-02,Sun,13,Baltimore Ravens,Cincinnati Bengals,13,7,home,away,FALSE,FALSE
2010,17,3,2011-01-02,Sun,13,Pittsburgh Steelers,Cleveland Browns,41,9,away,home,FALSE,FALSE
2010,17,4,2011-01-02,Sun,13,New England Patriots,Miami Dolphins,38,7,home,away,FALSE,FALSE
2010,17,5,2011-01-02,Sun,13,Oakland Raiders,Kansas City Chiefs,31,10,away,home,FALSE,FALSE
2010,17,6,2011-01-02,Sun,13,New York Jets,Buffalo Bills,38,7,home,away,FALSE,FALSE
2010,17,7,2011-01-02,Sun,13,Atlanta Falcons,Carolina Panthers,31,10,home,away,FALSE,FALSE
2010,17,8,2011-01-02,Sun,13,Detroit Lions,Minnesota Vikings,20,13,home,away,FALSE,FALSE
2010,17,9,2011-01-02,Sun,16,Green Bay Packers,Chicago Bears,10,3,home,away,FALSE,FALSE
2010,17,10,2011-01-02,Sun,16,Houston Texans,Jacksonville Jaguars,34,17,home,away,FALSE,FALSE
2010,17,11,2011-01-02,Sun,16,San Diego Chargers,Denver Broncos,33,28,away,home,FALSE,FALSE
2010,17,12,2011-01-02,Sun,16,Dallas Cowboys,Philadelphia Eagles,14,13,away,home,FALSE,FALSE
2010,17,13,2011-01-02,Sun,16,San Francisco 49ers,Arizona Cardinals,38,7,home,away,FALSE,FALSE
2010,17,14,2011-01-02,Sun,16,Indianapolis Colts,Tennessee Titans,23,20,home,away,FALSE,FALSE
2010,17,15,2011-01-02,Sun,16,New York Giants,Washington Redskins,17,14,away,home,FALSE,FALSE
2010,17,16,2011-01-02,Sun,20,Seattle Seahawks,St. Louis Rams,16,6,home,away,FALSE,FALSE
2010,18,1,2011-01-08,Sat,16,Seattle Seahawks,New Orleans Saints,41,36,home,away,TRUE,FALSE
2010,18,2,2011-01-08,Sat,20,New York Jets,Indianapolis Colts,17,16,away,home,TRUE,FALSE
2010,18,3,2011-01-09,Sun,13,Baltimore Ravens,Kansas City Chiefs,30,7,away,home,TRUE,FALSE
2010,18,4,2011-01-09,Sun,16,Green Bay Packers,Philadelphia Eagles,21,16,away,home,TRUE,FALSE
2010,19,1,2011-01-15,Sat,16,Pittsburgh Steelers,Baltimore Ravens,31,24,home,away,TRUE,FALSE
2010,19,2,2011-01-15,Sat,20,Green Bay Packers,Atlanta Falcons,48,21,away,home,TRUE,FALSE
2010,19,3,2011-01-16,Sun,13,Chicago Bears,Seattle Seahawks,35,24,home,away,TRUE,FALSE
2010,19,4,2011-01-16,Sun,16,New York Jets,New England Patriots,28,21,away,home,TRUE,FALSE
2010,20,1,2011-01-23,Sun,15,Green Bay Packers,Chicago Bears,21,14,away,home,TRUE,FALSE
2010,20,2,2011-01-23,Sun,18,Pittsburgh Steelers,New York Jets,24,19,home,away,TRUE,FALSE
2010,21,1,2011-02-06,Sun,18,Green Bay Packers,Pittsburgh Steelers,31,25,neutral,neutral,TRUE,TRUE
2011,1,1,2011-09-08,Thu,20,Green Bay Packers,New Orleans Saints,42,34,home,away,FALSE,FALSE
2011,1,2,2011-09-11,Sun,13,Philadelphia Eagles,St. Louis Rams,31,13,away,home,FALSE,FALSE
2011,1,3,2011-09-11,Sun,13,Baltimore Ravens,Pittsburgh Steelers,35,7,home,away,FALSE,FALSE
2011,1,4,2011-09-11,Sun,13,Houston Texans,Indianapolis Colts,34,7,home,away,FALSE,FALSE
2011,1,5,2011-09-11,Sun,13,Jacksonville Jaguars,Tennessee Titans,16,14,home,away,FALSE,FALSE
2011,1,6,2011-09-11,Sun,13,Chicago Bears,Atlanta Falcons,30,12,home,away,FALSE,FALSE
2011,1,7,2011-09-11,Sun,13,Cincinnati Bengals,Cleveland Browns,27,17,away,home,FALSE,FALSE
2011,1,8,2011-09-11,Sun,13,Detroit Lions,Tampa Bay Buccaneers,27,20,away,home,FALSE,FALSE
2011,1,9,2011-09-11,Sun,13,Buffalo Bills,Kansas City Chiefs,41,7,away,home,FALSE,FALSE
2011,1,10,2011-09-11,Sun,16,Arizona Cardinals,Carolina Panthers,28,21,home,away,FALSE,FALSE
2011,1,11,2011-09-11,Sun,16,San Diego Chargers,Minnesota Vikings,24,17,home,away,FALSE,FALSE
2011,1,12,2011-09-11,Sun,16,San Francisco 49ers,Seattle Seahawks,33,17,home,away,FALSE,FALSE
2011,1,13,2011-09-11,Sun,16,Washington Redskins,New York Giants,28,14,home,away,FALSE,FALSE
2011,1,14,2011-09-11,Sun,20,New York Jets,Dallas Cowboys,27,24,home,away,FALSE,FALSE
2011,1,15,2011-09-12,Mon,19,New England Patriots,Miami Dolphins,38,24,away,home,FALSE,FALSE
2011,1,16,2011-09-12,Mon,22,Oakland Raiders,Denver Broncos,23,20,away,home,FALSE,FALSE
2011,2,1,2011-09-18,Sun,13,Tennessee Titans,Baltimore Ravens,26,13,home,away,FALSE,FALSE
2011,2,2,2011-09-18,Sun,13,Detroit Lions,Kansas City Chiefs,48,3,home,away,FALSE,FALSE
2011,2,3,2011-09-18,Sun,13,New York Jets,Jacksonville Jaguars,32,3,home,away,FALSE,FALSE
2011,2,4,2011-09-18,Sun,13,New Orleans Saints,Chicago Bears,30,13,home,away,FALSE,FALSE
2011,2,5,2011-09-18,Sun,13,Pittsburgh Steelers,Seattle Seahawks,24,0,home,away,FALSE,FALSE
2011,2,6,2011-09-18,Sun,13,Green Bay Packers,Carolina Panthers,30,23,away,home,FALSE,FALSE
2011,2,7,2011-09-18,Sun,13,Cleveland Browns,Indianapolis Colts,27,19,away,home,FALSE,FALSE
2011,2,8,2011-09-18,Sun,13,Washington Redskins,Arizona Cardinals,22,21,home,away,FALSE,FALSE
2011,2,9,2011-09-18,Sun,13,Buffalo Bills,Oakland Raiders,38,35,home,away,FALSE,FALSE
2011,2,10,2011-09-18,Sun,13,Tampa Bay Buccaneers,Minnesota Vikings,24,20,away,home,FALSE,FALSE
2011,2,11,2011-09-18,Sun,16,Dallas Cowboys,San Francisco 49ers,27,24,away,home,FALSE,FALSE
2011,2,12,2011-09-18,Sun,16,New England Patriots,San Diego Chargers,35,21,home,away,FALSE,FALSE
2011,2,13,2011-09-18,Sun,16,Denver Broncos,Cincinnati Bengals,24,22,home,away,FALSE,FALSE
2011,2,14,2011-09-18,Sun,16,Houston Texans,Miami Dolphins,23,13,away,home,FALSE,FALSE
2011,2,15,2011-09-18,Sun,20,Atlanta Falcons,Philadelphia Eagles,35,31,home,away,FALSE,FALSE
2011,2,16,2011-09-19,Mon,20,New York Giants,St. Louis Rams,28,16,home,away,FALSE,FALSE
2011,3,1,2011-09-25,Sun,13,Cleveland Browns,Miami Dolphins,17,16,home,away,FALSE,FALSE
2011,3,2,2011-09-25,Sun,13,New Orleans Saints,Houston Texans,40,33,home,away,FALSE,FALSE
2011,3,3,2011-09-25,Sun,13,San Francisco 49ers,Cincinnati Bengals,13,8,away,home,FALSE,FALSE
2011,3,4,2011-09-25,Sun,13,Carolina Panthers,Jacksonville Jaguars,16,10,home,away,FALSE,FALSE
2011,3,5,2011-09-25,Sun,13,Tennessee Titans,Denver Broncos,17,14,home,away,FALSE,FALSE
2011,3,6,2011-09-25,Sun,13,Buffalo Bills,New England Patriots,34,31,home,away,FALSE,FALSE
2011,3,7,2011-09-25,Sun,13,New York Giants,Philadelphia Eagles,29,16,away,home,FALSE,FALSE
2011,3,8,2011-09-25,Sun,13,Detroit Lions,Minnesota Vikings,26,23,away,home,FALSE,FALSE
2011,3,9,2011-09-25,Sun,16,Oakland Raiders,New York Jets,34,24,home,away,FALSE,FALSE
2011,3,10,2011-09-25,Sun,16,San Diego Chargers,Kansas City Chiefs,20,17,home,away,FALSE,FALSE
2011,3,11,2011-09-25,Sun,16,Baltimore Ravens,St. Louis Rams,37,7,away,home,FALSE,FALSE
2011,3,12,2011-09-25,Sun,16,Seattle Seahawks,Arizona Cardinals,13,10,home,away,FALSE,FALSE
2011,3,13,2011-09-25,Sun,16,Green Bay Packers,Chicago Bears,27,17,away,home,FALSE,FALSE
2011,3,14,2011-09-25,Sun,16,Tampa Bay Buccaneers,Atlanta Falcons,16,13,home,away,FALSE,FALSE
2011,3,15,2011-09-25,Sun,20,Pittsburgh Steelers,Indianapolis Colts,23,20,away,home,FALSE,FALSE
2011,3,16,2011-09-26,Mon,20,Dallas Cowboys,Washington Redskins,18,16,home,away,FALSE,FALSE
2011,4,1,2011-10-02,Sun,13,Washington Redskins,St. Louis Rams,17,10,away,home,FALSE,FALSE
2011,4,2,2011-10-02,Sun,13,Kansas City Chiefs,Minnesota Vikings,22,17,home,away,FALSE,FALSE
2011,4,3,2011-10-02,Sun,13,Detroit Lions,Dallas Cowboys,34,30,away,home,FALSE,FALSE
2011,4,4,2011-10-02,Sun,13,San Francisco 49ers,Philadelphia Eagles,24,23,away,home,FALSE,FALSE
2011,4,5,2011-10-02,Sun,13,Tennessee Titans,Cleveland Browns,31,13,away,home,FALSE,FALSE
2011,4,6,2011-10-02,Sun,13,Houston Texans,Pittsburgh Steelers,17,10,home,away,FALSE,FALSE
2011,4,7,2011-10-02,Sun,13,New Orleans Saints,Jacksonville Jaguars,23,10,away,home,FALSE,FALSE
2011,4,8,2011-10-02,Sun,13,Cincinnati Bengals,Buffalo Bills,23,20,home,away,FALSE,FALSE
2011,4,9,2011-10-02,Sun,13,Chicago Bears,Carolina Panthers,34,29,home,away,FALSE,FALSE
2011,4,10,2011-10-02,Sun,16,New York Giants,Arizona Cardinals,31,27,away,home,FALSE,FALSE
2011,4,11,2011-10-02,Sun,16,Atlanta Falcons,Seattle Seahawks,30,28,away,home,FALSE,FALSE
2011,4,12,2011-10-02,Sun,16,Green Bay Packers,Denver Broncos,49,23,home,away,FALSE,FALSE
2011,4,13,2011-10-02,Sun,16,New England Patriots,Oakland Raiders,31,19,away,home,FALSE,FALSE
2011,4,14,2011-10-02,Sun,16,San Diego Chargers,Miami Dolphins,26,16,home,away,FALSE,FALSE
2011,4,15,2011-10-02,Sun,20,Baltimore Ravens,New York Jets,34,17,home,away,FALSE,FALSE
2011,4,16,2011-10-03,Mon,20,Tampa Bay Buccaneers,Indianapolis Colts,24,17,home,away,FALSE,FALSE
2011,5,1,2011-10-09,Sun,13,Cincinnati Bengals,Jacksonville Jaguars,30,20,away,home,FALSE,FALSE
2011,5,2,2011-10-09,Sun,13,Pittsburgh Steelers,Tennessee Titans,38,17,home,away,FALSE,FALSE
2011,5,3,2011-10-09,Sun,13,Kansas City Chiefs,Indianapolis Colts,28,24,away,home,FALSE,FALSE
2011,5,4,2011-10-09,Sun,13,Oakland Raiders,Houston Texans,25,20,away,home,FALSE,FALSE
2011,5,5,2011-10-09,Sun,13,Buffalo Bills,Philadelphia Eagles,31,24,home,away,FALSE,FALSE
2011,5,6,2011-10-09,Sun,13,New Orleans Saints,Carolina Panthers,30,27,away,home,FALSE,FALSE
2011,5,7,2011-10-09,Sun,13,Seattle Seahawks,New York Giants,36,25,away,home,FALSE,FALSE
2011,5,8,2011-10-09,Sun,13,Minnesota Vikings,Arizona Cardinals,34,10,home,away,FALSE,FALSE
2011,5,9,2011-10-09,Sun,16,San Francisco 49ers,Tampa Bay Buccaneers,48,3,home,away,FALSE,FALSE
2011,5,10,2011-10-09,Sun,16,New England Patriots,New York Jets,30,21,home,away,FALSE,FALSE
2011,5,11,2011-10-09,Sun,16,San Diego Chargers,Denver Broncos,29,24,away,home,FALSE,FALSE
2011,5,12,2011-10-09,Sun,20,Green Bay Packers,Atlanta Falcons,25,14,away,home,FALSE,FALSE
2011,5,13,2011-10-10,Mon,20,Detroit Lions,Chicago Bears,24,13,home,away,FALSE,FALSE
2011,6,1,2011-10-16,Sun,13,Green Bay Packers,St. Louis Rams,24,3,home,away,FALSE,FALSE
2011,6,2,2011-10-16,Sun,13,New York Giants,Buffalo Bills,27,24,home,away,FALSE,FALSE
2011,6,3,2011-10-16,Sun,13,Cincinnati Bengals,Indianapolis Colts,27,17,home,away,FALSE,FALSE
2011,6,4,2011-10-16,Sun,13,Atlanta Falcons,Carolina Panthers,31,17,home,away,FALSE,FALSE
2011,6,5,2011-10-16,Sun,13,Pittsburgh Steelers,Jacksonville Jaguars,17,13,home,away,FALSE,FALSE
2011,6,6,2011-10-16,Sun,13,San Francisco 49ers,Detroit Lions,25,19,away,home,FALSE,FALSE
2011,6,7,2011-10-16,Sun,13,Philadelphia Eagles,Washington Redskins,20,13,away,home,FALSE,FALSE
2011,6,8,2011-10-16,Sun,16,Oakland Raiders,Cleveland Browns,24,17,home,away,FALSE,FALSE
2011,6,9,2011-10-16,Sun,16,Baltimore Ravens,Houston Texans,29,14,home,away,FALSE,FALSE
2011,6,10,2011-10-16,Sun,16,New England Patriots,Dallas Cowboys,20,16,home,away,FALSE,FALSE
2011,6,11,2011-10-16,Sun,16,Tampa Bay Buccaneers,New Orleans Saints,26,20,home,away,FALSE,FALSE
2011,6,12,2011-10-16,Sun,20,Chicago Bears,Minnesota Vikings,39,10,home,away,FALSE,FALSE
2011,6,13,2011-10-17,Mon,20,New York Jets,Miami Dolphins,24,6,home,away,FALSE,FALSE
2011,7,1,2011-10-23,Sun,13,Denver Broncos,Miami Dolphins,18,15,away,home,FALSE,FALSE
2011,7,2,2011-10-23,Sun,13,Houston Texans,Tennessee Titans,41,7,away,home,FALSE,FALSE
2011,7,3,2011-10-23,Sun,13,New York Jets,San Diego Chargers,27,21,home,away,FALSE,FALSE
2011,7,4,2011-10-23,Sun,13,Cleveland Browns,Seattle Seahawks,6,3,home,away,FALSE,FALSE
2011,7,5,2011-10-23,Sun,13,Chicago Bears,Tampa Bay Buccaneers,24,18,away,home,FALSE,FALSE
2011,7,6,2011-10-23,Sun,13,Atlanta Falcons,Detroit Lions,23,16,away,home,FALSE,FALSE
2011,7,7,2011-10-23,Sun,13,Carolina Panthers,Washington Redskins,33,20,home,away,FALSE,FALSE
2011,7,8,2011-10-23,Sun,16,Pittsburgh Steelers,Arizona Cardinals,32,20,away,home,FALSE,FALSE
2011,7,9,2011-10-23,Sun,16,Dallas Cowboys,St. Louis Rams,34,7,home,away,FALSE,FALSE
2011,7,10,2011-10-23,Sun,16,Green Bay Packers,Minnesota Vikings,33,27,away,home,FALSE,FALSE
2011,7,11,2011-10-23,Sun,19,Kansas City Chiefs,Oakland Raiders,28,0,away,home,FALSE,FALSE
2011,7,12,2011-10-23,Sun,20,New Orleans Saints,Indianapolis Colts,62,7,home,away,FALSE,FALSE
2011,7,13,2011-10-24,Mon,20,Jacksonville Jaguars,Baltimore Ravens,12,7,home,away,FALSE,FALSE
2011,8,1,2011-10-30,Sun,13,St. Louis Rams,New Orleans Saints,31,21,home,away,FALSE,FALSE
2011,8,2,2011-10-30,Sun,13,Baltimore Ravens,Arizona Cardinals,30,27,home,away,FALSE,FALSE
2011,8,3,2011-10-30,Sun,13,New York Giants,Miami Dolphins,20,17,home,away,FALSE,FALSE
2011,8,4,2011-10-30,Sun,13,Tennessee Titans,Indianapolis Colts,27,10,home,away,FALSE,FALSE
2011,8,5,2011-10-30,Sun,13,Houston Texans,Jacksonville Jaguars,24,14,home,away,FALSE,FALSE
2011,8,6,2011-10-30,Sun,13,Minnesota Vikings,Carolina Panthers,24,21,away,home,FALSE,FALSE
2011,8,7,2011-10-30,Sun,16,Buffalo Bills,Washington Redskins,23,0,home,away,FALSE,FALSE
2011,8,8,2011-10-30,Sun,16,Detroit Lions,Denver Broncos,45,10,away,home,FALSE,FALSE
2011,8,9,2011-10-30,Sun,16,Pittsburgh Steelers,New England Patriots,25,17,home,away,FALSE,FALSE
2011,8,10,2011-10-30,Sun,16,San Francisco 49ers,Cleveland Browns,20,10,home,away,FALSE,FALSE
2011,8,11,2011-10-30,Sun,16,Cincinnati Bengals,Seattle Seahawks,34,12,away,home,FALSE,FALSE
2011,8,12,2011-10-30,Sun,20,Philadelphia Eagles,Dallas Cowboys,34,7,home,away,FALSE,FALSE
2011,8,13,2011-10-31,Mon,20,Kansas City Chiefs,San Diego Chargers,23,20,home,away,FALSE,FALSE
2011,9,1,2011-11-06,Sun,13,Atlanta Falcons,Indianapolis Colts,31,7,away,home,FALSE,FALSE
2011,9,2,2011-11-06,Sun,13,Dallas Cowboys,Seattle Seahawks,23,13,home,away,FALSE,FALSE
2011,9,3,2011-11-06,Sun,13,Miami Dolphins,Kansas City Chiefs,31,3,away,home,FALSE,FALSE
2011,9,4,2011-11-06,Sun,13,Houston Texans,Cleveland Browns,30,12,home,away,FALSE,FALSE
2011,9,5,2011-11-06,Sun,13,New York Jets,Buffalo Bills,27,11,away,home,FALSE,FALSE
2011,9,6,2011-11-06,Sun,13,San Francisco 49ers,Washington Redskins,19,11,away,home,FALSE,FALSE
2011,9,7,2011-11-06,Sun,13,New Orleans Saints,Tampa Bay Buccaneers,27,16,home,away,FALSE,FALSE
2011,9,8,2011-11-06,Sun,16,Denver Broncos,Oakland Raiders,38,24,away,home,FALSE,FALSE
2011,9,9,2011-11-06,Sun,16,Cincinnati Bengals,Tennessee Titans,24,17,away,home,FALSE,FALSE
2011,9,10,2011-11-06,Sun,16,New York Giants,New England Patriots,24,20,away,home,FALSE,FALSE
2011,9,11,2011-11-06,Sun,16,Arizona Cardinals,St. Louis Rams,19,13,home,away,FALSE,FALSE
